board_string,width,height,boxes,is_solvable,dataset_type,shell_hash
"###########
## #  @####
#    # .# #
##.#  $$  #
##.# #$## #
# $ .#$ # #
## # # ## #
####      #
## ####. ##
##  # # ###
#   # #$$ #
### .  $# #
### # # ..#
###########",11,14,8,0,"easy_negative",7935901722981992963
"########
##   .##
###$$ ##
##   ###
# $ ####
#@  .  #
####  .#
########",8,8,3,0,"easy_negative",14789995340862124851
"###########
## #  ..###
#.$$ $$$.##
##.###### #
##$# ##@  #
#  .  #$$ #
##.#     .#
###########",11,8,8,0,"easy_negative",13489220975467633125
"###########
# #####   #
# ##. # ###
#  .  $ ###
#.    $ # #
# ##### # #
# ##    # #
# # # ##  #
# #    #$ #
#.#.#$##  #
# ### # $@#
#  #      #
#   # #   #
###########",11,14,5,0,"easy_negative",13820059349489218159
"###########
####    ###
# .#### ###
#      $  #
#  # ##   #
#  #  ##  #
# $### ## #
#    #   .#
#.# ### $ #
#    #    #
##.  $ ## #
###  # #  #
##    @   #
###########",11,14,4,1,"positive",10092380387681623505
"###########
####    ###
# .#### ###
#      $ .#
#  # ##   #
#  #  ##  #
# $### ## #
#    #    #
#.# ### $ #
#    #    #
##.  $ ## #
###  # #  #
##    @   #
###########",11,14,4,1,"positive",10092380387681623505
"###########
####   @###
# .#### ###
#      $ .#
#  # ##   #
#  #  ##  #
# $### ## #
#    #    #
#.# ### $ #
#    #    #
##.  $ ## #
###  # #  #
##        #
###########",11,14,4,0,"hard_negative",10092380387681623505
"###########
# ##  #   #
# #   # # #
# ##  #$  #
#         #
### $   ###
### ### ###
###   . ###
##.  #   ##
# @$   ####
# $ # #.  #
# # ### . #
#         #
###########",11,14,4,0,"easy_negative",3963082942646839858
"##############
#   ##  .   ##
###$ # #  $###
###.## ## $ ##
#         #  #
## $  .   ## #
###.###  @#  #
##############",14,8,4,0,"easy_negative",11918441913994486936
"###########
####    ###
#  #### ###
#      $ .#
#  # ##   #
#  #  ##  #
# $### ## #
#    #    #
#.#.### $ #
#    #    #
##.  $ ## #
###  # #  #
##    @   #
###########",11,14,4,0,"hard_negative",10092380387681623505
"###########
####    ###
# .#### ###
#      $ .#
#  # ##   #
#  #  ##  #
# $### ## #
#    #    #
#.# ### $ #
#    #    #
##.  $ ## #
###  # #  #
##  @     #
###########",11,14,4,1,"positive",10092380387681623505
"###########
####    ###
# .#### ###
#      $ .#
#  # ##   #
#  #  ##  #
# $### ## #
#    #    #
#.# ### $ #
#    #    #
##.  $ ##@#
###  # #  #
##        #
###########",11,14,4,1,"positive",10092380387681623505
"###########
####    ###
# .#### ###
#   $    .#
#  # ##   #
#  #  ##  #
# $### ## #
#    #    #
#.# ### $ #
#    #    #
##.  $ ##@#
###  # #  #
##        #
###########",11,14,4,1,"positive",10092380387681623505
"########
#. #  .#
#.## . #
# .# $ #
##$#  ##
#.$$ ###
##$#  ##
# $ #. #
# $ #  #
# @ #  #
########",8,11,7,0,"easy_negative",13293179096934973122
"##############
# . # .   # ##
# # # . #    #
#  .#  #### ##
###$ # .##   #
###$###$##.# #
#    #  @$   #
# .  $$  ##  #
##  ## $ ## ##
### ##  ######
##############",14,11,7,0,"easy_negative",12974868370796740365
"########
#    #.#
#  # # #
# ##$# #
#### $ #
#     ##
#...####
##$$@###
## .$###
##   $ #
# $ ####
### # ##
###. .##
########",8,14,7,0,"easy_negative",6013775008094957544
"########
##    .#
##  $  #
##  ####
# # ## #
# # ## #
# #$  .#
# $. $ #
#@#. # #
#   ####
########",8,11,4,1,"positive",7922541048499158423
"########
##    .#
##  $  #
##  ####
# # ## #
# # ## #
# #   .#
# $* $ #
#@#. # #
#   ####
########",8,11,4,1,"positive",7922541048499158423
"########
##    .#
##  $  #
##  ####
# # ## #
# # ## #
# # @ .#
# $* $ #
# #. # #
#   ####
########",8,11,4,1,"positive",7922541048499158423
"########
##    .#
##  $@ #
##  ####
# # ## #
# # ## #
# #   .#
# $* $ #
# #. # #
#   ####
########",8,11,4,1,"positive",7922541048499158423
"########
##    .#
##  $@ #
##  ####
# #$## #
# # ## #
# #   .#
#  * $ #
# #. # #
#   ####
########",8,11,4,0,"hard_negative",7922541048499158423
"########
##     #
##  $@ #
##  ####
#.# ## #
# # ## #
# #   .#
# $* $ #
# #. # #
#   ####
########",8,11,4,1,"positive",7922541048499158423
"##############
#           ##
#   $  ##  ###
####   ##$$ ##
#  #.###    ##
# .#$ ##. . ##
#.##  ###  ###
# $ #### #$$.#
#.#  # @   # #
#      # #   #
##############",14,11,7,0,"easy_negative",10090126836540946856
"##############
### ##@## ####
###$##$ # # ##
#  $   ## . ##
# #$ . $   $ #
#.# ###.$..###
# #   .### ###
##############",14,8,7,0,"easy_negative",13367647448567385863
"########
###.@  #
###  ###
#    ###
## #   #
####   #
# $. $ #
# $  ###
####$ ##
#.  . ##
#   ## #
# # #  #
#      #
########",8,14,4,0,"easy_negative",7468711843017369104
"##############
##     ##### #
### #  # ##  #
##  ##   ##  #
#      # .## #
# # ##### #  #
#      # $   #
##$#     #  ##
#    #$$ # $##
## # .  ##. ##
#   # ####   #
# # ####   # #
#@  .  ##  . #
##############",14,14,5,0,"easy_negative",12226133731856885412
"##############
###.   .##  ##
###$ #$ .#  ##
# $ $      .##
## # $  ######
#   # $ .# # #
##.###     @ #
#  #   # ### #
# ## $  $ ## #
#..##### #   #
##############",14,11,8,0,"easy_negative",15295277721900701218
"##############
## ####      #
#@   .     $ #
## #   #######
#       $ ####
#### #$ # # ##
# .  $      ##
##  # #.     #
###    ###.  #
##  # #      #
##############",14,11,4,1,"positive",5469920790358267854
"##############
## ####      #
#    .     $ #
## #   #######
#       $ ####
#### #$ # # ##
# .  $      ##
##  # #.     #
###    ###.  #
##  #@#      #
##############",14,11,4,1,"positive",5469920790358267854
"##############
## ####      #
#  @ .     $ #
## #   #######
#       $ ####
#### #$ # # ##
# .  $      ##
##  # #.     #
###    ###.  #
##  # #      #
##############",14,11,4,1,"positive",5469920790358267854
"##############
#            #
##  ##$ ## # #
### ##  ##   #
#   ### ##   #
# $ $   ######
#    ..$.    #
# ##  #  #   #
# ### # ## #.#
#   ## @ #   #
##############",14,11,4,0,"easy_negative",506914779430681481
"##############
#### # ## # ##
## # # ## $$ #
##$$ #.   # ##
## #######   #
#  .$ #  @$# #
## #.   . .. #
##############",14,8,6,0,"easy_negative",11391540663869228937
"########
#  @.###
####$###
#      #
# #.#..#
##### .#
# # ##.#
# $$ $ #
# $$#  #
#   ####
########",8,11,6,0,"easy_negative",1779182975064086836
"##############
## ####      #
#  @ . $   $ #
## #   #######
#       $ ####
#### #  # # ##
# .  $      ##
##  # #.     #
###    ###.  #
##  # #      #
##############",14,11,4,0,"hard_negative",5469920790358267854
"##############
## ####      #
#    .     $ #
## #   #######
#       $ ####
#### #$ # # ##
# .  $      ##
##@ # #.     #
###    ###.  #
##  # #      #
##############",14,11,4,1,"positive",5469920790358267854
"###########
#   ##  ###
# # ## $ ##
#    $ ####
#         #
#### #  # #
#         #
## ##  ## #
#   #$$# .#
## ## $   #
#..# @## ##
#  #  # . #
# ##. ## ##
###########",11,14,5,0,"easy_negative",4152280541458728565
"##############
## ####      #
#    .     $ #
## #   #######
#       $ ####
#### #  # # ##
# .  $      ##
##@ # #.     #
###  $ ###.  #
##  # #      #
##############",14,11,4,0,"hard_negative",5469920790358267854
"##############
## ####      #
#    .     $ #
## #   #######
#       $ ####
#### #$ # # ##
# .         ##
##@ # #.     #
###    ###*  #
##  # #      #
##############",14,11,4,1,"positive",5469920790358267854
"###########
# #. #  ..#
# #$$# .$ #
# #  # ####
#   $ .# ##
#  #$# $  #
# ##@  #.##
###########",11,8,6,0,"easy_negative",14145777981836156669
"##############
### ## .   ###
##  #   ## ###
##     $## $ #
# $ ##  .$.  #
#   ## $####.#
#### @ .#### #
##############",14,8,5,1,"positive",7363116692536403363
"########
#   ## #
#   ##.#
#      #
# #  . #
#### # #
# #    #
# $ ####
# $$# ##
#  $  ##
##. ####
##.    #
###@   #
########",8,14,4,0,"easy_negative",10171207767591352029
"##############
### ## .   ###
##  #   ## ###
##     $## $ #
# $ ##  .$.  #
#   ## $####+#
####   .#### #
##############",14,8,5,1,"positive",7363116692536403363
"##############
### ## .   ###
##  #   ## ###
##     $##$$ #
#   ##  .$.  #
#   ## $####+#
####   .#### #
##############",14,8,5,0,"hard_negative",7363116692536403363
"##############
### ## .   ###
##  #   ## ###
##      ## $ #
# $ ## $.$.  #
#   ## $####+#
####   .#### #
##############",14,8,5,0,"hard_negative",7363116692536403363
"##############
##### # #### #
##     . ## .#
### # #.    .#
#   ### ##  ##
#####.# #   ##
#     # ##  ##
###   $$#    #
###  # .#  # #
#  $$   #$####
##$# . ##  ###
#   $# # $. ##
## #  @###   #
##############",14,14,8,0,"easy_negative",8437172865849646305
"##############
### ## .   ###
##  #   ## ###
##  $  $## $ #
# $ ##  .$.  #
#   ##  ####+#
####   .#### #
##############",14,8,5,0,"hard_negative",7363116692536403363
"##############
### ## .   ###
##  #   ## ###
##     $## $ #
# $ ##  .$.  #
#   ## $####.#
####   .####@#
##############",14,8,5,1,"positive",7363116692536403363
"##############
#  #    #### #
# ## ##  ##  #
#. # ##   #. #
## # . # $ # #
# $ ## #   #.#
## ### #   # #
#    ###$##  #
# #   #   #  #
####   # ##  #
# @ $$$ $.   #
###  # ###$ ##
### ###. ..###
##############",14,14,8,0,"easy_negative",7761158217883879110
"##############
### ##     ###
##  #   ## ###
##     $## * #
# $ ##  .$.  #
#   ## $####.#
####   .####@#
##############",14,8,5,0,"hard_negative",7363116692536403363
"##############
### ## .   ###
##  #   ## ###
##   @ $## $ #
# $ ##  .$.  #
#   ## $####.#
####   .#### #
##############",14,8,5,1,"positive",7363116692536403363
"###########
# @.. ### #
#  $#.### #
#   ###   #
##$#  #   #
#  $ #### #
## # .### #
#### #### #
#  # ###  #
# $    #  #
# .    $  #
#   ##  # #
###### ####
###########",11,14,5,0,"easy_negative",15337743402570710874
"##############
### ## .   ###
##  #   ## ###
##   @ $## $ #
# $ ##   $.  #
#   ##.$####.#
####   .#### #
##############",14,8,5,1,"positive",7363116692536403363
"###########
#@   ######
#     # # #
####    $ #
#####    ##
#.# #$.# ##
#   #  ## #
###   $#  #
##  $# #  #
##  $  #  #
##.####  ##
# $.  #. ##
##.#    ###
###########",11,14,6,0,"easy_negative",14447481041739400977
"########
# ##   #
#  # # #
#  $   #
# #$ ###
# #  ###
# #   .#
# ##$###
#  #  ##
# .  @ #
# #$ ###
#.#  ###
# #   .#
########",8,14,4,1,"positive",7653444552293050866
"########
# ##   #
#  # # #
#      #
# #$ ###
# # $###
# #   .#
# ##$###
#  #  ##
# .  @ #
# #$ ###
#.#  ###
# #   .#
########",8,14,4,1,"positive",7653444552293050866
"########
# ##   #
#  # # #
#  @   #
# #$ ###
# # $###
# #   .#
# ##$###
#  #  ##
# .    #
# #$ ###
#.#  ###
# #   .#
########",8,14,4,1,"positive",7653444552293050866
"########
# ##   #
#  # # #
#  @   #
# #$ ###
# # $###
# # . .#
# ##$###
#  #  ##
# .    #
# #$ ###
#.#  ###
# #    #
########",8,14,4,1,"positive",7653444552293050866
"########
#.##   #
#  # # #
#  @   #
# #$ ###
# # $###
# # . .#
# ##$###
#  #  ##
# .    #
# #$ ###
# #  ###
# #    #
########",8,14,4,1,"positive",7653444552293050866
"########
### ## #
##.$#. #
# .$$.@#
#.$##$ #
# $##  #
# .##  #
########",8,8,6,0,"easy_negative",3686563156029271547
"##############
##.# ##     .#
#. $ .#$#$####
## #  #  $$  #
##.##      $##
#   # $ #.@ ##
## ##  ###.###
##############",14,8,7,0,"easy_negative",18377589845774208057
"###########
# ####  # #
#  ###.$# #
# $.  $ # #
##  #  $$ #
##  ##$  ##
###$#   ###
#.  ###   #
#  #  .#  #
#.##   ## #
### .@  . #
##  ## $# #
##  ##   .#
###########",11,14,8,0,"easy_negative",18255782430459293148
"##############
# ## ####..###
#.## ###   ###
# $   $ $   .#
##$### $.. ###
#   ##  # $ ##
## #      @ ##
##############",14,8,6,0,"easy_negative",7270070581703663589
"##############
## ## # ##  ##
#   .   #   ##
##$## # ## $##
#   ##  ###  #
##  ##.. ##  #
#### $ ## #$ #
#            #
# # ##  #    #
#   ## ###   #
## #    #  # #
#  $ #.### # #
## #   .#  #@#
##############",14,14,5,0,"easy_negative",4928818787300679744
"##############
#    .    ####
#   # $ ##  ##
######  ##.$ #
# # .$$    # #
# # #    # # #
# # ##. ## #@#
#          ###
#   ##  #   ##
#   ##      ##
##############",14,11,4,1,"positive",13004738001192089694
"##############
#    .    ####
#   # $ ##  ##
######  ##.$ #
# #  $$    # #
# # #    # # #
# # ##. ## #@#
#          ###
#   ##  #   ##
#   ##    . ##
##############",14,11,4,1,"positive",13004738001192089694
"##############
#    .    ####
#   # $ ##  ##
######  ##.  #
# #  $$    # #
# # #    # # #
# # ##. ## #@#
#          ###
#  $##  #   ##
#   ##    . ##
##############",14,11,4,1,"positive",13004738001192089694
"##############
#    .    ####
# @ # $ ##  ##
######  ##.  #
# #  $$    # #
# # #    # # #
# # ##. ## # #
#          ###
#  $##  #   ##
#   ##    . ##
##############",14,11,4,1,"positive",13004738001192089694
"##############
#    .    ####
# @ # $ ##  ##
######  ##.  #
# #  $$    # #
# # #    # # #
# # ##. ## # #
#          ###
#   ##  # $ ##
#   ##    . ##
##############",14,11,4,1,"positive",13004738001192089694
"########
######.#
#  .#  #
# $.#$ #
##$# . #
#@$$ ###
## #.###
########",8,8,5,0,"easy_negative",7278068960315280472
"###########
#    ###  #
# $ $ ##. #
####$. #  #
##.     $ #
###. #  # #
##.     $ #
#  .$   $ #
##  ## @# #
### ##   .#
###########",11,11,7,0,"easy_negative",13254103956202978622
"###########
## # #### #
# ..$#### #
##.#$ $.$@#
##. $  $$ #
###  #$####
##  . ..  #
###########",11,8,8,0,"easy_negative",6971755031397823272
"###########
#@.   #####
# ### ## ##
# #####  ##
#  ##     #
#  ## #$###
#  ####$###
#     $  .#
####### $ #
#    . .  #
###########",11,11,4,0,"easy_negative",14647665190770161335
"###########
## #     .#
#    # $###
## #  $$###
### @     #
##  ## ####
#   ##  $ #
##.# . #. #
# . #### .#
## #   #  #
#    $ #$##
#  # #    #
# ##   # ##
###########",11,14,6,0,"easy_negative",18126839988329131465
"###########
## #  @ # #
#  $ ## # #
## # ## # #
#  .      #
# #$  .$# #
#   ###   #
#   #######
# #$    # #
#  ..     #
###########",11,11,4,1,"positive",16858419591195640367
"###########
## #  @ # #
#  $ ## # #
## # ## # #
#  .      #
# #$  . # #
#   ###   #
#  $#######
# #$    # #
#  ..     #
###########",11,11,4,0,"hard_negative",16858419591195640367
"###########
## #  @ # #
#  $ ## # #
## # ## # #
#  ..     #
# #$  .$# #
#   ###   #
#   #######
# #$    # #
#   .     #
###########",11,11,4,1,"positive",16858419591195640367
"##############
#   #  # #   #
# # #  $    .#
#   #  # # $ #
## #.$ $ @ ###
#. . # $ # ###
## #    ##.  #
##############",14,8,5,0,"easy_negative",482318645857962698
"###########
##    .#  #
##$ $. #  #
##$ ####@ #
#  .     ##
# ## # $###
#.#####  ##
###########",11,8,4,0,"easy_negative",792883308704800381
"###########
## #  @ # #
#  $ ## # #
## # ## # #
#  ..     #
# #$  .$# #
#   ###   #
#   #######
# #$.   # #
#         #
###########",11,11,4,0,"hard_negative",16858419591195640367
"###########
## #    # #
#  $ ## # #
## # ## # #
#  ..     #
# #$  .$# #
#   ###   #
#   #######
# #$    # #
#   .@    #
###########",11,11,4,1,"positive",16858419591195640367
"###########
## # ##  .#
#  $.##.# #
##.#   .  #
#   #######
#      #  #
####$     #
## $$ $@###
## $ #  ###
## .      #
###########",11,11,6,0,"easy_negative",17560075149289527167
"###########
## #    # #
#  $ ##$# #
## # ## # #
#  ..     #
# #$  .$# #
#   ###   #
#   #######
# #     # #
#   .@    #
###########",11,11,4,1,"positive",16858419591195640367
"###########
## #    # #
#  $ ##$# #
## #$## # #
#  ..     #
# #$  . # #
#   ###   #
#   #######
# #     # #
#   .@    #
###########",11,11,4,0,"hard_negative",16858419591195640367
"###########
## #    # #
#  $ ##$# #
## # ## # #
#  ..     #
# #$  .$# #
#   ###   #
#@  #######
# #     # #
#   .     #
###########",11,11,4,1,"positive",16858419591195640367
"###########
###    ##.#
### $# ## #
# $    $ .#
#. .#  #$##
##  #  @  #
#####  # ##
###########",11,8,4,0,"easy_negative",15358322536210648567
"##############
###          #
##   # .   # #
# ##$$ ###   #
#    ##    # #
#  .#  ### # #
#   ##     # #
## ### @ $####
######  #    #
#          . #
## # #  .$ ###
# $  # #   ###
## # # ##   .#
##############",14,14,5,0,"easy_negative",8127032851793645742
"##############
#     .   ####
##   # .#    #
###   $      #
##  .  $.  ###
##  ###$#  ###
### # #      #
#@   $ ##    #
# #    ##   ##
#   ###    ###
##############",14,11,4,1,"positive",17195550821619369643
"##############
#     .   ####
##   # .#    #
###   $      #
##  .  $.$ ###
##  ### #  ###
### # #      #
#@   $ ##    #
# #    ##   ##
#   ###    ###
##############",14,11,4,1,"positive",17195550821619369643
"##############
#     .   ####
##   # .#    #
###   $      #
##  .  $ * ###
##  ### #  ###
### # #      #
#@   $ ##    #
# #    ##   ##
#   ###    ###
##############",14,11,4,1,"positive",17195550821619369643
"##############
#     .   ####
##   # .#    #
###   $      #
##  .  $ * ###
##  ### #  ###
### # #      #
#    $ ##    #
# #    ##   ##
#   ###  @ ###
##############",14,11,4,1,"positive",17195550821619369643
"##############
#     .   ####
##   # .#    #
###   $      #
##  .  $ . ###
##  ### #  ###
### # # $    #
#    $ ##    #
# #    ##   ##
#   ###  @ ###
##############",14,11,4,1,"positive",17195550821619369643
"##############
# .# ## ######
#..#. #$ #  ##
#  # $$ $  ###
##  # ## #   #
## .$ @  $   #
##  #.## #####
##############",14,8,6,0,"easy_negative",1805406827198730702
"########
#      #
#.#  # #
# $$$  #
#..#   #
#  ### #
# ####.#
## ### #
# $ ## #
## #. .#
# $$  .#
# #@$  #
#   ####
########",8,14,7,0,"easy_negative",9338995942265471306
"########
#..##  #
#  ##  #
#.$###.#
# $$ $ #
## $## #
### ## #
###  $ #
## .$ ##
#  $ ###
#  # .@#
#.### .#
#  #####
########",8,14,8,0,"easy_negative",767853155133565251
"##############
# # ##.      #
# # #  ###   #
# # .##  $$  #
# ##    ## ###
#  ##### #  ##
#   # ## $  .#
##@##.#  ##  #
#   $   ###  #
## ## #  ##  #
##############",14,11,4,0,"easy_negative",18063420870716066423
"##############
#  #  # @. ###
# $# $#.#  ###
#  # .# .  $ #
#   # # ######
#.#  $$  ## ##
#   # #     ##
##############",14,8,5,0,"easy_negative",6611540436335935313
"########
#   #@##
# $ .$.#
#  $# ##
# #    #
# # ## #
# # ## #
# ..   #
#### $ #
#      #
########",8,11,4,1,"positive",16613150398431494493
"########
#   #@##
# $ .$.#
#   #$##
# #    #
# # ## #
# # ## #
# ..   #
#### $ #
#      #
########",8,11,4,0,"hard_negative",16613150398431494493
"########
#   #@##
# $  $.#
# .$# ##
# #    #
# # ## #
# # ## #
# ..   #
#### $ #
#      #
########",8,11,4,1,"positive",16613150398431494493
"########
#   #@##
# $  * #
# .$# ##
# #    #
# # ## #
# # ## #
# ..   #
#### $ #
#      #
########",8,11,4,1,"positive",16613150398431494493
"########
#   #@##
# $  * #
# .$# ##
# #.   #
# # ## #
# # ## #
# .    #
#### $ #
#      #
########",8,11,4,1,"positive",16613150398431494493
"########
#.    .#
####$#.#
#  .   #
#####$##
##.#.$ #
#  ##$##
##. $$@#
## $####
###    #
########",8,11,7,0,"easy_negative",3518744342059701241
"###########
#   #### .#
# . .# # .#
#### . #$ #
### #$#@  #
## $$$$ # #
##. # #####
###########",11,8,6,0,"easy_negative",1884619374555109361
"########
#   #@##
# $  * #
#  $# ##
# #.   #
# # ## #
# # ## #
# .   .#
#### $ #
#      #
########",8,11,4,1,"positive",16613150398431494493
"###########
#     . . #
###$ .  # #
### ### . #
# $$##   .#
# .$ #  # #
# $ ##    #
##  # #@  #
##      $ #
### # #####
###########",11,11,6,0,"easy_negative",12286687549102540016
"###########
#..  ##.###
# #  ##  ##
# $  $$   #
##  ### ###
##$ #  .###
##. ##    #
###$# ##  #
##.  @ #  #
#   # ##  #
###$##    #
##  #     #
#   #  ####
###########",11,14,6,0,"easy_negative",15631906304785496385
"########
#      #
# # $# #
#  $$$ #
#.### .#
#.### .#
# $ ##.#
# @.$  #
# #$$###
#  ..###
########",8,11,8,0,"easy_negative",11730101595920562306
"########
##     #
## .$  #
### ####
#  .## #
# #  # #
#   ## #
###  # #
## $$#.#
# . .# #
##$# @ #
#    $ #
## #   #
########",8,14,5,1,"positive",1842955540299186473
"########
#   ####
# #    #
# $  $ #
###$#  #
###.## #
# $$#  #
# $. $ #
#.#$#  #
# ..##.#
#   . ##
#  #@ ##
#.## ###
########",8,14,8,0,"easy_negative",1873246869049901841
"########
##     #
## .$  #
### ####
# $.## #
# #  # #
#   ## #
###  # #
## $ #.#
# . .# #
##$# @ #
#    $ #
## #   #
########",8,14,5,1,"positive",1842955540299186473
"########
##     #
## .$  #
### ####
# $.## #
# #  # #
#   ## #
###  # #
## $ #.#
# . .# #
##$#  @#
#    $ #
## #   #
########",8,14,5,1,"positive",1842955540299186473
"########
##     #
## *$  #
### ####
#  .## #
# #  # #
#   ## #
###  # #
## $ #.#
# . .# #
##$#  @#
#    $ #
## #   #
########",8,14,5,0,"hard_negative",1842955540299186473
"########
##     #
## .$  #
### ####
# $.## #
# # .# #
#   ## #
###  # #
## $ # #
# . .# #
##$#  @#
#    $ #
## #   #
########",8,14,5,0,"hard_negative",1842955540299186473
"########
##     #
##  $  #
### ####
# $.## #
# #  # #
#   ## #
###  # #
## $ #.#
# ...# #
##$#  @#
#    $ #
## #   #
########",8,14,5,1,"positive",1842955540299186473
"########
##     #
##  $  #
### ####
# $.## #
# #  # #
#   ## #
###  # #
## $ # #
# ...# #
##$#  @#
#  . $ #
## #   #
########",8,14,5,1,"positive",1842955540299186473
"###########
#  ###### #
#  ## ### #
#@### $ $ #
#  ####.  #
#  ##  ## #
#  ### ## #
# ##  $   #
#  ###.## #
#   ##$## #
# ##   #  #
# ##.# #  #
#  .   #  #
###########",11,14,4,0,"easy_negative",18177124005007031100
"##############
# .      ### #
# #      ### #
#   ###$ #   #
##.         ##
## .  ####$ ##
##   ## .$  ##
### #### #   #
##     $  ## #
##@    # ### #
##############",14,11,4,0,"easy_negative",8260522796305285765
"###########
#    ##   #
##   .#. ##
####   $###
##   # .$ #
## .###   #
##   #    #
####  @#$##
## #  #.$ #
##   ### ##
###  ##   #
### $###  #
#      ## #
###########",11,14,5,0,"easy_negative",12457770567588349269
"##############
# # ### . #.##
#@# #   #  $ #
#.#   $   # ##
#   #     #.##
#.# ##$ #    #
#  $#     # ##
##$ # ####   #
## $    #   ##
##. # #   ####
##############",14,11,6,0,"easy_negative",14207316168883064178
"###########
#   ###   #
# #  $@   #
#   $ .$. #
#   ##. ###
# # #  $###
#.        #
###########",11,8,4,1,"positive",6093258410226484395
"###########
#   ###   #
# #  $@   #
#.  $ .$. #
#   ##  ###
# # #  $###
#.        #
###########",11,8,4,1,"positive",6093258410226484395
"########
##@#  .#
# ..$  #
##$# $ #
##$# ###
#..$ ###
## # . #
#    $.#
# #$#  #
# $ ## #
# ##   #
##   #.#
### ####
########",8,14,8,0,"easy_negative",12496001507567651334
"###########
#   ### . #
# #  $@   #
#.  $ .$  #
#   ##  ###
# # #  $###
#.        #
###########",11,8,4,1,"positive",6093258410226484395
"###########
#   ### . #
# #  $@   #
#   $ .$  #
#  .##  ###
# # #  $###
#.        #
###########",11,8,4,1,"positive",6093258410226484395
"###########
#   ### . #
# #   @   #
#   $ .$  #
#  .##  ###
# # # $$###
#.        #
###########",11,8,4,1,"positive",6093258410226484395
"##############
##      . # ##
##  #  $$    #
##  ### . # ##
#   ## #     #
# # #  #   ###
#  $   ##  ###
#### #  ## ###
# # ### ## ###
#.   # ..    #
# @    # # ###
#  #  $   $ ##
# ###### #   #
##############",14,14,5,0,"easy_negative",8952574530878201008
"########
#@     #
###.$ .#
### ####
# $  $ #
# #$####
# $. $ #
# ##$###
#  #..##
# .#   #
#   ####
# # $ .#
#  .   #
########",8,14,8,0,"easy_negative",7926177516571274873
"##############
####. #.##..##
#.$   #  #  ##
# $ @.#$ # ###
###$$.$  $$  #
##  #  ## #  #
###### ##.## #
##############",14,8,8,0,"easy_negative",15154351122065547665
"########
#@..## #
# $$## #
#..$$. #
#.#$#$##
# # $$ #
#.#.# ##
########",8,8,8,0,"easy_negative",11388598988661420662
"########
#   ## #
# # ##.#
# $.   #
## # $ #
#### # #
#    . #
# $.$ ##
#  #$ ##
#### @##
##     #
##   # #
##.    #
########",8,14,5,1,"positive",6284559538763408249
"########
# @ ## #
# # ##.#
# $.   #
## # $ #
#### # #
#    . #
# $.$ ##
#  #$ ##
####  ##
##     #
##   # #
##.    #
########",8,14,5,1,"positive",6284559538763408249
"########
# @ ## #
# # ##.#
# $.   #
## # $ #
#### # #
#    . #
# $.$ ##
#  #  ##
####  ##
##   $ #
##   # #
##.    #
########",8,14,5,1,"positive",6284559538763408249
"########
#   ## #
# # ##.#
# $.   #
## # $ #
#### #@#
#    . #
# $.$ ##
#  #  ##
####  ##
##   $ #
##   # #
##.    #
########",8,14,5,1,"positive",6284559538763408249
"########
#   ## #
# # ##.#
# $.   #
## # $ #
#### # #
#    . #
# $.$ ##
#  #  ##
####  ##
##   $ #
##   # #
##.@   #
########",8,14,5,1,"positive",6284559538763408249
"########
##  # ##
###$$$.#
##  # ##
#.   ###
# #..###
#. $ $ #
# $#   #
#. #  @#
#  #####
########",8,11,6,0,"easy_negative",3471687315716718845
"##############
#   ## ###   #
# # ## $@  # #
# $ ..  $$ $ #
###$###  $####
###  . ## .#.#
#   . .##    #
##############",14,8,7,0,"easy_negative",2740574172471696753
"########
#.######
# @#.# #
#...$$ #
##$#$# #
# .$$# #
## # # #
########",8,8,6,0,"easy_negative",14271041036355591989
"##############
#  # ### # ###
#  #.##.   ###
# .#   # #   #
# ## $#    ###
# ##  #  # ###
#   $## ##   #
#   $ @##  # #
####   ##  # #
# $  $    $#.#
#..#  # ## ###
# ##  #  #  ##
#  #  ###   ##
##############",14,14,6,0,"easy_negative",7721982554618487486
"########
########
#    # #
# @.$  #
####$ ##
##  .###
###$$ ##
#   # ##
#      #
#.$.# ##
# ### ##
##  .$ #
### #.##
########",8,14,6,0,"easy_negative",9234357802915961059
"###########
#   ####  #
#   #  #  #
#      #  #
# $##$##  #
#  #@  #  #
#  ##.##. #
#     $ .##
#   #  $.##
######   ##
###########",11,11,4,1,"positive",17230771142327138797
"########
##   . #
###$ ###
## $.###
# @$$  #
#  $..##
# . ####
########",8,8,5,0,"easy_negative",4987831362621325827
"###########
#   #### .#
#   #  #  #
#      #  #
# $##$##  #
#  #@  #  #
#  ##.##. #
#     $  ##
#   #  $.##
######   ##
###########",11,11,4,0,"hard_negative",17230771142327138797
"###########
#   ####  #
#   #  #  #
#      #  #
# $##$##  #
#  #@  #  #
#  ##.##. #
#    $$ .##
#   #   .##
######   ##
###########",11,11,4,0,"hard_negative",17230771142327138797
"###########
#   ####  #
#   #  #  #
#      #  #
# $##$##  #
#  #   #  #
#  ##.##.@#
#     $ .##
#   #  $.##
######   ##
###########",11,11,4,1,"positive",17230771142327138797
"###########
###  ##.  #
### $ # # #
#       . #
## ## # # #
# $ $   # #
## ## # # #
## @    ###
##. ## #  #
##  ##.## #
#   #   $ #
#   # # # #
#    ##   #
###########",11,14,4,0,"easy_negative",6678099119430166827
