LevelName	Status	Runtime_ms	Pushes	Moves	GeneratedStates	ExpandedNodes	TotalChildren	EffectiveChildren	RepeatedNodes	Deadlocks	BranchingReal	BranchingEffective	BranchingClassic	Redundancy	PathStates	PathBoxLines	PathBoxChanges	PathBranchingRealAvg	PathBranchingEffectiveAvg
11 - David W. Skinner - 211 [likes=33, dislikes=1, completion=0.734069668649108, like_ratio=0.970588235294118, like_rate=0.0280373831775701, tedium=39.0]	SOLVED	9.65959	17	90	53	75	600	102	76	107	8	1.36	1.28913	7.89474	0	0	0	0.0	0.0
85 - David W. Skinner - 212 [likes=11, dislikes=0, completion=0.624497991967871, like_ratio=1.0, like_rate=0.0220883534136546, tedium=51.6666666666667]	SOLVED	71.6997	52	257	1600	2766	33192	5086	4440	1796	12	1.83876	1.16463	7.47568	0	0	0	0.0	0.0
9 - David W. Skinner - 214 [likes=45, dislikes=1, completion=0.606584362139918, like_ratio=0.978260869565217, like_rate=0.037037037037037, tedium=15.0]	SOLVED	8.81715	11	30	14	14	112	15	2	28	8	1.07143	1.27114	56	0	0	0	0.0	0.0
102 - David W. Skinner - 215 [likes=13, dislikes=0, completion=0.635933806146572, like_ratio=1.0, like_rate=0.0307328605200946, tedium=37.25]	SOLVED	54.9237	45	228	1335	2152	34432	4227	3988	3262	16	1.96422	1.18594	8.6339	0	0	0	0.0	0.0
66 - David W. Skinner - 216 [likes=16, dislikes=0, completion=0.760778859527121, like_ratio=1.0, like_rate=0.0222531293463143, tedium=23.0]	SOLVED	15.7974	16	109	148	205	2460	548	303	311	12	2.67317	1.39471	8.11881	0	0	0	0.0	0.0
31 - David W. Skinner - 217 [likes=22, dislikes=2, completion=0.688413948256468, like_ratio=0.916666666666667, like_rate=0.0247469066366704, tedium=5.66666666666667]	SOLVED	8.89684	7	17	18	23	276	66	5	38	12	2.86957	1.56507	55.2	0	0	0	0.0	0.0
5 - David W. Skinner - 218 [likes=44, dislikes=3, completion=0.805523590333717, like_ratio=0.936170212765957, like_rate=0.0168776371308017, tedium=6.25]	SOLVED	9.20155	7	29	18	19	304	128	25	85	16	6.73684	1.52293	12.16	0	0	0	0.0	0.0
27 - David W. Skinner - 219 [likes=33, dislikes=0, completion=0.63183125599233, like_ratio=1.0, like_rate=0.0316395014381592, tedium=25.0]	SOLVED	9.79214	11	56	29	35	280	48	20	26	8	1.37143	1.38156	14	0	0	0	0.0	0.0
70 - David W. Skinner - 220 [likes=8, dislikes=1, completion=0.739030023094688, like_ratio=0.888888888888889, like_rate=0.0184757505773672, tedium=19.5]	SOLVED	11.3504	27	102	94	111	1776	225	61	203	16	2.02703	1.19056	29.1148	0	0	0	0.0	0.0
71 - David W. Skinner - 221 [likes=14, dislikes=1, completion=0.71599045346062, like_ratio=0.933333333333333, like_rate=0.0334128878281623, tedium=60.0]	SOLVED	10.6905	22	124	85	93	744	129	82	78	8	1.3871	1.22879	9.07317	0	0	0	0.0	0.0
26 - David W. Skinner - 222 [likes=20, dislikes=0, completion=0.666666666666667, like_ratio=1.0, like_rate=0.0233100233100233, tedium=13.6666666666667]	SOLVED	9.89073	11	45	47	58	696	82	44	81	12	1.41379	1.44648	15.8182	0	0	0	0.0	0.0
119 - David W. Skinner - 223 [likes=9, dislikes=0, completion=0.701807228915663, like_ratio=1.0, like_rate=0.0271084337349398, tedium=43.6666666666667]	SOLVED	12.377	19	195	103	136	1632	264	215	240	12	1.94118	1.29506	7.5907	0	0	0	0.0	0.0
30 - David W. Skinner - 224 [likes=22, dislikes=0, completion=0.797797797797798, like_ratio=1.0, like_rate=0.022022022022022, tedium=7.0]	SOLVED	8.68905	6	21	6	8	96	23	5	10	12	2.875	1.41421	19.2	0	0	0	0.0	0.0
4 - David W. Skinner - 225 [likes=41, dislikes=3, completion=0.754407294832827, like_ratio=0.931818181818182, like_rate=0.0249240121580547, tedium=7.66666666666667]	SOLVED	13.1946	8	29	12	16	192	47	25	58	12	2.9375	1.41421	7.68	0	0	0	0.0	0.0
67 - David W. Skinner - 226 [likes=19, dislikes=1, completion=0.603149606299213, like_ratio=0.95, like_rate=0.0299212598425197, tedium=12.3333333333333]	SOLVED	10.9612	9	53	25	28	336	42	15	39	12	1.5	1.44809	22.4	0	0	0	0.0	0.0
135 - David W. Skinner - 228 [likes=8, dislikes=0, completion=0.634969325153374, like_ratio=1.0, like_rate=0.0245398773006135, tedium=33.75]	SOLVED	93.9932	37	189	1604	3591	57456	4854	7742	3915	16	1.35171	1.24763	7.42134	0	0	0	0.0	0.0
92 - David W. Skinner - 229 [likes=14, dislikes=0, completion=0.799539170506912, like_ratio=1.0, like_rate=0.032258064516129, tedium=42.0]	SOLVED	70.6393	49	232	1232	2565	30780	2912	2916	1913	12	1.13528	1.17374	10.5556	0	0	0	0.0	0.0
8 - David W. Skinner - 230 [likes=30, dislikes=1, completion=0.745454545454545, like_ratio=0.967741935483871, like_rate=0.0227272727272727, tedium=48.5]	SOLVED	13.4976	33	103	96	118	944	155	25	42	8	1.31356	1.15554	37.76	0	0	0	0.0	0.0
103 - David W. Skinner - 231 [likes=9, dislikes=1, completion=0.67258883248731, like_ratio=0.9, like_rate=0.0228426395939086, tedium=8.75]	SOLVED	19.8836	13	43	326	445	7120	927	556	920	16	2.08315	1.59853	12.8058	0	0	0	0.0	0.0
84 - David W. Skinner - 232 [likes=10, dislikes=0, completion=0.703030303030303, like_ratio=1.0, like_rate=0.0202020202020202, tedium=67.0]	SOLVED	207.218	69	299	3294	7001	84012	7542	13095	7222	12	1.07727	1.13691	6.41558	0	0	0	0.0	0.0
10 - David W. Skinner - 233 [likes=31, dislikes=2, completion=0.688768606224628, like_ratio=0.93939393939394, like_rate=0.0209742895805142, tedium=29.6666666666667]	SOLVED	11.8426	22	123	68	137	1644	181	118	137	12	1.32117	1.25062	13.9322	0	0	0	0.0	0.0
47 - David W. Skinner - 234 [likes=17, dislikes=0, completion=0.696160267111853, like_ratio=1.0, like_rate=0.0283806343906511, tedium=41.5]	SOLVED	12.1145	23	93	83	140	1120	153	154	91	8	1.09286	1.23968	7.27273	0	0	0	0.0	0.0
51 - David W. Skinner - 235 [likes=16, dislikes=0, completion=0.794594594594595, like_ratio=1.0, like_rate=0.0288288288288288, tedium=17.0]	SOLVED	9.2157	9	44	13	15	120	30	15	27	8	2	1.35107	8	0	0	0	0.0	0.0
29 - David W. Skinner - 236 [likes=6, dislikes=0, completion=0.782222222222222, like_ratio=1.0, like_rate=0.0266666666666667, tedium=17.0]	SOLVED	10.3146	10	55	31	41	492	72	57	70	12	1.7561	1.4497	8.63158	0	0	0	0.0	0.0
44 - David W. Skinner - 237 [likes=5, dislikes=0, completion=0.655502392344498, like_ratio=1.0, like_rate=0.0239234449760766, tedium=57.0]	SOLVED	60.1013	37	295	697	1715	20580	2476	3452	2785	12	1.44373	1.22296	5.96176	0	0	0	0.0	0.0
52 - David W. Skinner - 238 [likes=4, dislikes=0, completion=0.78921568627451, like_ratio=1.0, like_rate=0.0196078431372549, tedium=15.3333333333333]	SOLVED	15.2083	20	69	189	300	3600	376	317	425	12	1.25333	1.33001	11.3565	0	0	0	0.0	0.0
25 - David W. Skinner - 239 [likes=6, dislikes=0, completion=0.714285714285714, like_ratio=1.0, like_rate=0.0214285714285714, tedium=8.5]	SOLVED	10.8561	7	34	67	93	1488	143	114	201	16	1.53763	1.91079	13.0526	0	0	0	0.0	0.0
7 - David W. Skinner - 240 [likes=7, dislikes=0, completion=0.822006472491909, like_ratio=1.0, like_rate=0.0226537216828479, tedium=23.5]	SOLVED	9.59247	10	47	15	19	152	27	14	21	8	1.42105	1.34238	10.8571	0	0	0	0.0	0.0
64 - David W. Skinner - 242 [likes=4, dislikes=0, completion=0.632558139534884, like_ratio=1.0, like_rate=0.0186046511627907, tedium=15.0]	SOLVED	19.5891	16	110	279	442	7072	1207	613	674	16	2.73077	1.46332	11.5367	0	0	0	0.0	0.0
49 - David W. Skinner - 243 [likes=4, dislikes=0, completion=0.785714285714286, like_ratio=1.0, like_rate=0.019047619047619, tedium=7.5]	SOLVED	14.8607	11	48	183	297	4752	649	296	419	16	2.18519	1.67802	16.0541	0	0	0	0.0	0.0
65 - David W. Skinner - 244 [likes=5, dislikes=0, completion=0.669811320754717, like_ratio=1.0, like_rate=0.0235849056603774, tedium=10.8]	SOLVED	11.8779	10	70	72	133	2660	313	113	377	20	2.35338	1.63074	23.5398	0	0	0	0.0	0.0
6 - David W. Skinner - 245 [likes=10, dislikes=0, completion=0.769491525423729, like_ratio=1.0, like_rate=0.0338983050847458, tedium=27.5]	SOLVED	9.31805	17	57	33	41	328	55	22	41	8	1.34146	1.24414	14.9091	0	0	0	0.0	0.0
32 - David W. Skinner - 246 [likes=5, dislikes=0, completion=0.664233576642336, like_ratio=1.0, like_rate=0.0182481751824818, tedium=41.3333333333333]	SOLVED	19.4402	25	160	252	486	5832	586	806	871	12	1.20576	1.28075	7.23573	0	0	0	0.0	0.0
24 - David W. Skinner - 247 [likes=5, dislikes=0, completion=0.745644599303136, like_ratio=1.0, like_rate=0.0174216027874564, tedium=69.5]	SOLVED	17.9844	36	183	197	276	2208	404	301	200	8	1.46377	1.16897	7.33555	0	0	0	0.0	0.0
53 - David W. Skinner - 248 [likes=5, dislikes=0, completion=0.759183673469388, like_ratio=1.0, like_rate=0.0204081632653061, tedium=21.6666666666667]	SOLVED	14.8185	19	79	191	342	4104	400	680	513	12	1.16959	1.35947	6.03529	0	0	0	0.0	0.0
69 - David W. Skinner - 249 [likes=5, dislikes=0, completion=0.797101449275362, like_ratio=1.0, like_rate=0.0241545893719807, tedium=2.25]	SOLVED	13.9181	13	28	251	314	10048	1206	180	899	32	3.84076	1.55622	55.8222	0	0	0	0.0	0.0
28 - David W. Skinner - 250 [likes=5, dislikes=0, completion=0.666666666666667, like_ratio=1.0, like_rate=0.0168350168350168, tedium=14.0]	SOLVED	11.7539	15	59	110	153	1836	233	222	248	12	1.52288	1.39845	8.27027	0	0	0	0.0	0.0
23 - David W. Skinner - 251 [likes=7, dislikes=0, completion=0.649056603773585, like_ratio=1.0, like_rate=0.0264150943396226, tedium=60.0]	SOLVED	11.1631	37	150	95	139	1112	204	109	159	8	1.46763	1.14267	10.2018	0	0	0	0.0	0.0
1 - David W. Skinner - 252 [likes=12, dislikes=0, completion=0.710261569416499, like_ratio=1.0, like_rate=0.0241448692152917, tedium=22.0]	SOLVED	9.59693	17	50	39	61	488	77	72	64	8	1.2623	1.27356	6.77778	0	0	0	0.0	0.0
35 - David W. Skinner - 253 [likes=5, dislikes=0, completion=0.659663865546218, like_ratio=1.0, like_rate=0.0210084033613445, tedium=65.6666666666667]	SOLVED	66.6519	48	263	1296	2297	27564	3341	4104	2317	12	1.45451	1.17496	6.71637	0	0	0	0.0	0.0
19 - David W. Skinner - 254 [likes=9, dislikes=0, completion=0.663120567375887, like_ratio=1.0, like_rate=0.0319148936170213, tedium=25.0]	SOLVED	10.2699	16	81	63	85	1020	144	108	107	12	1.69412	1.32004	9.44444	0	0	0	0.0	0.0
58 - David W. Skinner - 255 [likes=3, dislikes=0, completion=0.783898305084746, like_ratio=1.0, like_rate=0.0127118644067797, tedium=33.0]	SOLVED	32.8516	32	158	387	583	9328	1233	662	1057	16	2.11492	1.22019	14.0906	0	0	0	0.0	0.0
15 - David W. Skinner - 256 [likes=8, dislikes=0, completion=0.609090909090909, like_ratio=1.0, like_rate=0.0242424242424242, tedium=13.3333333333333]	SOLVED	10.0151	12	51	47	74	888	97	52	118	12	1.31081	1.43143	17.0769	0	0	0	0.0	0.0
42 - David W. Skinner - 257 [likes=5, dislikes=0, completion=0.561594202898551, like_ratio=1.0, like_rate=0.0181159420289855, tedium=35.6666666666667]	SOLVED	13.3962	24	129	150	256	3072	316	331	412	12	1.23438	1.25992	9.28097	0	0	0	0.0	0.0
43 - David W. Skinner - 258 [likes=5, dislikes=0, completion=0.776119402985075, like_ratio=1.0, like_rate=0.0186567164179104, tedium=27.0]	SOLVED	17.8428	24	99	333	433	5196	765	553	713	12	1.76674	1.28782	9.39602	0	0	0	0.0	0.0
14 - David W. Skinner - 259 [likes=6, dislikes=0, completion=0.735408560311284, like_ratio=1.0, like_rate=0.0233463035019455, tedium=9.66666666666667]	SOLVED	9.17958	10	29	19	23	276	42	16	45	12	1.82609	1.36827	17.25	0	0	0	0.0	0.0
38 - David W. Skinner - 260 [likes=4, dislikes=0, completion=0.793577981651376, like_ratio=1.0, like_rate=0.018348623853211, tedium=26.3333333333333]	SOLVED	11.0044	15	81	77	104	1248	177	131	171	12	1.70192	1.36292	9.52672	0	0	0	0.0	0.0
18 - David W. Skinner - 261 [likes=7, dislikes=0, completion=0.613382899628253, like_ratio=1.0, like_rate=0.0260223048327138, tedium=23.6666666666667]	SOLVED	14.2826	20	85	202	342	4104	481	410	385	12	1.40643	1.33876	10.0098	0	0	0	0.0	0.0
34 - David W. Skinner - 262 [likes=6, dislikes=0, completion=0.75, like_ratio=1.0, like_rate=0.0267857142857143, tedium=38.0]	SOLVED	32.0479	35	168	535	1042	12504	1531	1582	1808	12	1.46929	1.21962	7.90392	0	0	0	0.0	0.0
22 - David W. Skinner - 263 [likes=5, dislikes=0, completion=0.75107296137339, like_ratio=1.0, like_rate=0.0214592274678112, tedium=47.0]	SOLVED	13.5683	31	134	161	259	2072	327	216	114	8	1.26255	1.19632	9.59259	0	0	0	0.0	0.0
60 - David W. Skinner - 264 [likes=4, dislikes=0, completion=0.666666666666667, like_ratio=1.0, like_rate=0.0182648401826484, tedium=93.0]	SOLVED	3355.77	70	407	4873	148783	1785396	262596	273278	121998	12	1.76496	1.18548	6.53326	0	0	0	0.0	0.0
37 - David W. Skinner - 265 [likes=4, dislikes=0, completion=0.60337552742616, like_ratio=1.0, like_rate=0.0168776371308017, tedium=40.6666666666667]	SOLVED	14.3463	29	168	163	229	2748	424	305	333	12	1.85153	1.20607	9.00984	0	0	0	0.0	0.0
3 - David W. Skinner - 266 [likes=7, dislikes=0, completion=0.770949720670391, like_ratio=1.0, like_rate=0.0195530726256983, tedium=23.0]	SOLVED	10.1831	12	48	23	27	216	43	27	32	8	1.59259	1.31607	8	0	0	0	0.0	0.0
21 - David W. Skinner - 267 [likes=8, dislikes=0, completion=0.70995670995671, like_ratio=1.0, like_rate=0.0346320346320346, tedium=53.0]	SOLVED	12.4604	33	114	133	187	1496	189	123	194	8	1.0107	1.17177	12.1626	0	0	0	0.0	0.0
56 - David W. Skinner - 268 [likes=6, dislikes=0, completion=0.568376068376068, like_ratio=1.0, like_rate=0.0256410256410256, tedium=29.6666666666667]	SOLVED	10.9341	19	91	70	106	1272	120	137	146	12	1.13208	1.27819	9.28467	0	0	0	0.0	0.0
40 - David W. Skinner - 269 [likes=5, dislikes=0, completion=0.681614349775785, like_ratio=1.0, like_rate=0.0224215246636771, tedium=16.3333333333333]	SOLVED	10.2864	12	49	49	61	732	103	43	132	12	1.68852	1.40857	17.0233	0	0	0	0.0	0.0
17 - David W. Skinner - 270 [likes=7, dislikes=0, completion=0.855263157894737, like_ratio=1.0, like_rate=0.0307017543859649, tedium=13.3333333333333]	SOLVED	9.19851	11	52	20	23	276	40	13	37	12	1.73913	1.32982	21.2308	0	0	0	0.0	0.0
16 - David W. Skinner - 271 [likes=6, dislikes=0, completion=0.743150684931507, like_ratio=1.0, like_rate=0.0205479452054795, tedium=26.6666666666667]	SOLVED	16.0192	25	118	203	416	4992	464	593	430	12	1.11538	1.27281	8.41821	0	0	0	0.0	0.0
20 - David W. Skinner - 272 [likes=6, dislikes=0, completion=0.630952380952381, like_ratio=1.0, like_rate=0.0238095238095238, tedium=15.3333333333333]	SOLVED	9.64908	15	46	42	48	576	60	37	77	12	1.25	1.29444	15.5676	0	0	0	0.0	0.0
36 - David W. Skinner - 273 [likes=5, dislikes=0, completion=0.664335664335664, like_ratio=1.0, like_rate=0.0174825174825175, tedium=27.6666666666667]	SOLVED	11.1882	14	91	95	120	1440	192	131	161	12	1.6	1.40771	10.9924	0	0	0	0.0	0.0
2 - David W. Skinner - 274 [likes=5, dislikes=0, completion=0.925490196078431, like_ratio=1.0, like_rate=0.0196078431372549, tedium=13.5]	SOLVED	8.74189	8	31	9	9	72	12	9	13	8	1.33333	1.31607	8	0	0	0	0.0	0.0
61 - David W. Skinner - 275 [likes=5, dislikes=0, completion=0.730941704035874, like_ratio=1.0, like_rate=0.0224215246636771, tedium=18.8]	SOLVED	25.5014	29	107	509	1006	20120	1486	1311	1858	20	1.47714	1.26922	15.3471	0	0	0	0.0	0.0
50 - David W. Skinner - 276 [likes=4, dislikes=0, completion=0.756880733944954, like_ratio=1.0, like_rate=0.018348623853211, tedium=14.25]	SOLVED	25.2924	17	61	322	1095	17520	1528	1018	2034	16	1.39543	1.50935	17.2102	0	0	0	0.0	0.0
46 - David W. Skinner - 277 [likes=5, dislikes=0, completion=0.617224880382775, like_ratio=1.0, like_rate=0.0239234449760766, tedium=51.3333333333333]	SOLVED	279.372	44	210	2085	11861	142332	12807	17032	11503	12	1.07976	1.23764	8.35674	0	0	0	0.0	0.0
11 - David W. Skinner - 278 [likes=7, dislikes=0, completion=0.849557522123894, like_ratio=1.0, like_rate=0.0309734513274336, tedium=13.0]	SOLVED	8.94643	11	39	24	28	336	29	16	35	12	1.03571	1.35382	21	0	0	0	0.0	0.0
9 - David W. Skinner - 279 [likes=6, dislikes=0, completion=0.784172661870504, like_ratio=1.0, like_rate=0.0215827338129496, tedium=10.6666666666667]	SOLVED	9.48892	7	44	16	18	216	33	13	24	12	1.83333	1.51121	16.6154	0	0	0	0.0	0.0
31 - David W. Skinner - 280 [likes=4, dislikes=0, completion=0.75390625, like_ratio=1.0, like_rate=0.015625, tedium=49.0]	SOLVED	29.797	41	233	715	1017	12204	1507	997	677	12	1.48181	1.18399	12.2407	0	0	0	0.0	0.0
5 - David W. Skinner - 281 [likes=7, dislikes=0, completion=0.73992673992674, like_ratio=1.0, like_rate=0.0256410256410256, tedium=30.5]	SOLVED	9.48452	19	71	30	40	320	61	37	54	8	1.525	1.21428	8.64865	0	0	0	0.0	0.0
30 - David W. Skinner - 282 [likes=5, dislikes=0, completion=0.616541353383459, like_ratio=1.0, like_rate=0.018796992481203, tedium=64.6666666666667]	SOLVED	229.659	62	248	4686	9772	117264	11648	14889	9043	12	1.19198	1.15972	7.87588	0	0	0	0.0	0.0
4 - David W. Skinner - 283 [likes=8, dislikes=0, completion=0.793733681462141, like_ratio=1.0, like_rate=0.02088772845953, tedium=30.5]	SOLVED	11.8055	18	81	76	109	872	162	171	148	8	1.48624	1.29775	5.09942	0	0	0	0.0	0.0
8 - David W. Skinner - 284 [likes=8, dislikes=0, completion=0.76984126984127, like_ratio=1.0, like_rate=0.0317460317460317, tedium=13.3333333333333]	SOLVED	9.53514	12	48	44	53	636	65	32	73	12	1.22642	1.39216	19.875	0	0	0	0.0	0.0
10 - David W. Skinner - 285 [likes=10, dislikes=0, completion=0.861538461538462, like_ratio=1.0, like_rate=0.021978021978022, tedium=7.66666666666667]	SOLVED	9.56698	8	23	25	29	348	76	12	33	12	2.62069	1.52335	29	0	0	0	0.0	0.0
51 - David W. Skinner - 286 [likes=4, dislikes=0, completion=0.702380952380952, like_ratio=1.0, like_rate=0.0158730158730159, tedium=10.25]	SOLVED	27.3084	15	62	349	1011	16176	2019	1126	2112	16	1.99703	1.58605	14.3659	0	0	0	0.0	0.0
1 - Hirohiko Nakamiya - 287 [likes=5, dislikes=0, completion=0.848708487084871, like_ratio=1.0, like_rate=0.018450184501845, tedium=3.5]	SOLVED	14.5567	9	26	62	77	1232	591	112	81	16	7.67532	1.62035	11	0	0	0	0.0	0.0
3 - Hirohiko Nakamiya - 288 [likes=8, dislikes=0, completion=0.88695652173913, like_ratio=1.0, like_rate=0.0347826086956522, tedium=3.66666666666667]	SOLVED	13.2293	13	31	101	136	3264	648	78	53	24	4.76471	1.45921	41.8462	0	0	0	0.0	0.0
1 - Li Jin You - 289 [likes=7, dislikes=0, completion=0.490291262135922, like_ratio=1.0, like_rate=0.0339805825242718, tedium=38.0]	SOLVED	11.1166	20	118	74	103	1236	122	109	150	12	1.18447	1.26079	11.3394	0	0	0	0.0	0.0
6 - Iroh - 290 [likes=8, dislikes=0, completion=0.793388429752066, like_ratio=1.0, like_rate=0.0330578512396694, tedium=11.0]	SOLVED	11.9619	18	63	76	122	1952	205	101	291	16	1.68033	1.3059	19.3267	0	0	0	0.0	0.0
1 - Iroh - 291 [likes=10, dislikes=1, completion=0.672489082969432, like_ratio=0.909090909090909, like_rate=0.0436681222707424, tedium=133.0]	SOLVED	10.3041	34	133	33	33	132	41	24	8	4	1.24242	1.10831	5.5	0	0	0	0.0	0.0
5 - Iroh - 292 [likes=8, dislikes=0, completion=0.710900473933649, like_ratio=1.0, like_rate=0.037914691943128, tedium=22.2]	SOLVED	31.2281	40	119	733	1320	26400	1398	1397	2017	20	1.05909	1.19678	18.8976	0	0	0	0.0	0.0
8 - Iroh - 293 [likes=8, dislikes=0, completion=0.540909090909091, like_ratio=1.0, like_rate=0.0363636363636364, tedium=13.75]	SOLVED	14.0304	18	65	170	270	4320	353	313	573	16	1.30741	1.36482	13.8019	0	0	0	0.0	0.0
7 - Jordi Doménech - 294 [likes=8, dislikes=0, completion=0.697674418604651, like_ratio=1.0, like_rate=0.0372093023255814, tedium=11.0]	SOLVED	8.90557	8	23	15	16	128	22	7	25	8	1.375	1.41421	18.2857	0	0	0	0.0	0.0
33 - Jordi Doménech - 295 [likes=7, dislikes=0, completion=0.601990049751244, like_ratio=1.0, like_rate=0.0348258706467662, tedium=12.0]	SOLVED	9.29873	14	42	37	56	672	59	55	40	12	1.05357	1.33312	12.2182	0	0	0	0.0	0.0
6 - Jordi Doménech - 296 [likes=6, dislikes=0, completion=0.829166666666667, like_ratio=1.0, like_rate=0.025, tedium=10.5]	SOLVED	9.38718	8	21	12	14	112	15	0	15	8	1.07143	1.3908	0	0	0	0	0.0	0.0
45 - Jordi Doménech - 297 [likes=6, dislikes=0, completion=0.728971962616822, like_ratio=1.0, like_rate=0.0280373831775701, tedium=13.3333333333333]	SOLVED	10.994	16	48	47	96	1152	105	81	137	12	1.09375	1.33012	14.2222	0	0	0	0.0	0.0
12 - Jordi Doménech - 298 [likes=6, dislikes=0, completion=0.756218905472637, like_ratio=1.0, like_rate=0.0298507462686567, tedium=12.0]	SOLVED	9.47629	11	34	25	41	328	49	23	42	8	1.19512	1.40158	14.2609	0	0	0	0.0	0.0
62 - Jordi Doménech - 299 [likes=3, dislikes=0, completion=0.793522267206478, like_ratio=1.0, like_rate=0.0121457489878543, tedium=15.0]	SOLVED	11.0648	17	55	46	62	744	106	21	73	12	1.70968	1.27478	35.4286	0	0	0	0.0	0.0
58 - Jordi Doménech - 300 [likes=3, dislikes=0, completion=0.63594470046083, like_ratio=1.0, like_rate=0.0138248847926267, tedium=15.0]	SOLVED	11.0823	15	57	51	93	1116	118	105	179	12	1.26882	1.3528	10.6286	0	0	0	0.0	0.0
15 - Jordi Doménech - 301 [likes=4, dislikes=0, completion=0.809264305177112, like_ratio=1.0, like_rate=0.0108991825613079, tedium=8.33333333333333]	SOLVED	10.1658	14	26	36	38	456	46	34	71	12	1.21053	1.29671	13.4118	0	0	0	0.0	0.0
55 - Jordi Doménech - 302 [likes=6, dislikes=0, completion=0.685483870967742, like_ratio=1.0, like_rate=0.0241935483870968, tedium=11.0]	SOLVED	12.2301	16	56	68	92	1472	188	59	127	16	2.04348	1.32659	24.9492	0	0	0	0.0	0.0
43 - Jordi Doménech - 303 [likes=5, dislikes=0, completion=0.705179282868526, like_ratio=1.0, like_rate=0.0199203187250996, tedium=13.3333333333333]	SOLVED	10.2482	16	50	69	84	1008	142	52	135	12	1.69048	1.31907	19.3846	0	0	0	0.0	0.0
38 - Jordi Doménech - 304 [likes=5, dislikes=0, completion=0.844339622641509, like_ratio=1.0, like_rate=0.0235849056603774, tedium=12.3333333333333]	SOLVED	11.0012	16	47	33	35	420	56	25	79	12	1.6	1.24883	16.8	0	0	0	0.0	0.0
63 - Jordi Doménech - 305 [likes=3, dislikes=0, completion=0.766169154228856, like_ratio=1.0, like_rate=0.0149253731343284, tedium=9.2]	SOLVED	14.037	18	72	120	202	4040	441	211	362	20	2.18317	1.343	19.1469	0	0	0	0.0	0.0
34 - Jordi Doménech - 306 [likes=6, dislikes=0, completion=0.721393034825871, like_ratio=1.0, like_rate=0.0298507462686567, tedium=12.0]	SOLVED	9.94452	14	42	70	108	1296	122	79	146	12	1.12963	1.39715	16.4051	0	0	0	0.0	0.0
60 - Jordi Doménech - 307 [likes=5, dislikes=0, completion=0.825892857142857, like_ratio=1.0, like_rate=0.0223214285714286, tedium=15.0]	SOLVED	9.72739	17	51	43	46	552	74	24	83	12	1.6087	1.25259	23	0	0	0	0.0	0.0
17 - Jordi Doménech - 308 [likes=7, dislikes=0, completion=0.735408560311284, like_ratio=1.0, like_rate=0.0272373540856031, tedium=8.66666666666667]	SOLVED	9.89461	10	32	24	29	348	43	7	42	12	1.48276	1.40036	49.7143	0	0	0	0.0	0.0
82 - Jordi Doménech - 309 [likes=3, dislikes=0, completion=0.790178571428571, like_ratio=1.0, like_rate=0.0133928571428571, tedium=10.6]	SOLVED	24.7026	24	106	386	638	12760	1631	1257	1368	20	2.55643	1.30878	10.1512	0	0	0	0.0	0.0
16 - Jordi Doménech - 310 [likes=6, dislikes=0, completion=0.798245614035088, like_ratio=1.0, like_rate=0.0263157894736842, tedium=8.66666666666667]	SOLVED	9.6727	10	35	25	29	348	42	15	47	12	1.44828	1.40036	23.2	0	0	0	0.0	0.0
77 - Jordi Doménech - 311 [likes=3, dislikes=0, completion=0.665178571428571, like_ratio=1.0, like_rate=0.0133928571428571, tedium=17.3333333333333]	SOLVED	12.0606	21	66	75	119	1428	128	109	191	12	1.07563	1.25555	13.1009	0	0	0	0.0	0.0
2 - Jordi Doménech - 312 [likes=8, dislikes=0, completion=0.842857142857143, like_ratio=1.0, like_rate=0.0380952380952381, tedium=3.33333333333333]	SOLVED	9.64686	5	10	7	8	96	15	0	5	12	1.875	1.51572	0	0	0	0	0.0	0.0
61 - Jordi Doménech - 313 [likes=3, dislikes=0, completion=0.704119850187266, like_ratio=1.0, like_rate=0.0112359550561798, tedium=11.25]	SOLVED	10.8645	17	60	66	84	1344	120	50	126	16	1.42857	1.29776	26.88	0	0	0	0.0	0.0
46 - Jordi Doménech - 314 [likes=5, dislikes=0, completion=0.68976897689769, like_ratio=1.0, like_rate=0.0165016501650165, tedium=10.0]	SOLVED	13.0156	19	54	88	163	2608	231	202	228	16	1.41718	1.30747	12.9109	0	0	0	0.0	0.0
9 - Jordi Doménech - 315 [likes=5, dislikes=0, completion=0.844036697247706, like_ratio=1.0, like_rate=0.0229357798165138, tedium=11.5]	SOLVED	8.77397	10	27	20	21	168	28	4	13	8	1.33333	1.35588	42	0	0	0	0.0	0.0
31 - Jordi Doménech - 316 [likes=8, dislikes=0, completion=0.733532934131736, like_ratio=1.0, like_rate=0.0239520958083832, tedium=8.75]	SOLVED	12.8215	15	39	29	39	624	79	11	55	16	2.02564	1.27665	56.7273	0	0	0	0.0	0.0
5 - Jordi Doménech - 317 [likes=7, dislikes=0, completion=0.815, like_ratio=1.0, like_rate=0.035, tedium=8.5]	SOLVED	12.88	8	17	12	17	136	21	4	15	8	1.23529	1.42497	34	0	0	0	0.0	0.0
30 - Jordi Doménech - 318 [likes=6, dislikes=0, completion=0.770161290322581, like_ratio=1.0, like_rate=0.0241935483870968, tedium=11.6666666666667]	SOLVED	13.9103	11	37	39	53	636	99	26	72	12	1.86792	1.43467	24.4615	0	0	0	0.0	0.0
