board_string,width,height,boxes,is_solvable,dataset_type,shell_hash
"########
#  .   #
## . # #
###$$$ #
###@ ###
##   .##
##  ####
########",8,8,3,1,"positive",14624532069708373390
"########
#  .   #
## . # #
###$$$ #
###  ###
##   .##
##@ ####
########",8,8,3,1,"positive",14624532069708373390
"########
#  +   #
## . # #
###$$$ #
###  ###
##   .##
##  ####
########",8,8,3,1,"positive",14624532069708373390
"########
#  +   #
## .$# #
### $$ #
###  ###
##   .##
##  ####
########",8,8,3,0,"hard_negative",14624532069708373390
"########
#  +   #
##   #.#
###$$$ #
###  ###
##   .##
##  ####
########",8,8,3,0,"hard_negative",14624532069708373390
"########
#  .   #
##@. # #
###$$$ #
###  ###
##   .##
##  ####
########",8,8,3,1,"positive",14624532069708373390
"########
# ##   #
# ##$# #
#.   $ #
######@#
#   ## #
# $    #
## ###.#
# $ ##.#
## #.  #
########",8,11,4,0,"easy_negative",14733932969614468866
"###########
# #. ##   #
# #  .# $ #
# #$.$# $ #
#  ..   #@#
# # $#$ # #
#       #.#
###########",11,8,6,0,"easy_negative",9633515610511260797
"########
# . ####
# # @  #
# $$.  #
#. $## #
###$## #
###..$ #
##  ## #
##    ##
##   ###
########",8,11,5,0,"easy_negative",1677857117589477917
"###########
#  # ##  ##
#..# ##$$##
# ##  @. ##
#   ##$$$ #
##  ##.####
###     . #
###########",11,8,5,0,"easy_negative",2608150283300417371
"########
#  .   #
# # ####
# $ .. #
# $$ #.#
# ######
# ## # #
# $$$  #
#.$..# #
####.$ #
##   # #
##  @# #
##   # #
########",8,14,8,0,"easy_negative",7721076302843746765
"###########
#      ####
#   ##    #
######    #
#   ###   #
# ##  $ # #
# ##  . $ #
#     $####
# #  #  # #
#  $      #
#   ##.####
#.# #   # #
####  @.  #
###########",11,14,4,1,"positive",10148168930919804528
"###########
#      ####
#   ##    #
######    #
#   ###   #
# ##    # #
# ##  . $ #
#     $####
# #  #  # #
#  $      #
#   ##*####
#.# #   # #
####  @.  #
###########",11,14,4,0,"hard_negative",10148168930919804528
"##############
#### @ ###   #
#    $     $ #
#   $ ..$$####
##  # ##   $.#
##     # # #.#
##. # #### . #
##############",14,8,6,0,"easy_negative",3410701391040064857
"###########
#      ####
#   ##    #
######    #
#   ###   #
# ##  $ # #
# ##  . $ #
# .   $####
# #  #  # #
#  $      #
#   ## ####
#.# #   # #
####  @.  #
###########",11,14,4,1,"positive",10148168930919804528
"##############
####      ####
##     ##  # #
#   #####$ $ #
## #  ##. # ##
####  ##  ####
# $. ###    .#
#### ##   # ##
#. $$ # $$####
#  @    .  ..#
##############",14,11,7,0,"easy_negative",3911210339621671816
"###########
#      ####
#   ##    #
######    #
#   ###   #
# ##  $ # #
# ##  . $ #
# .    ####
# #$ #  # #
#  $      #
#   ## ####
#.# #   # #
####  @.  #
###########",11,14,4,1,"positive",10148168930919804528
"###########
#      ####
#   ##    #
######    #
#   ###   #
# ##  * # #
# ##  . $ #
# .    ####
# #$ #  # #
#  $      #
#   ## ####
# # #   # #
####  @.  #
###########",11,14,4,1,"positive",10148168930919804528
"##############
#   @       ##
# # #  #    ##
#  .##$##   ##
#    .    # ##
# #$## ##.####
#   ##$##  . #
### #   ######
##  ##$$ #  ##
##  #     .###
##############",14,11,5,0,"easy_negative",5173071002207415340
"########
##   ..#
## $ # #
## @  .#
# .$#  #
# #$#$ #
#   #  #
########",8,8,4,0,"easy_negative",17582858314056347793
"###########
#   .  ####
#   ##    #
######    #
#   ###   #
# ##  * # #
# ##  . $ #
# .    ####
# #$ #  # #
#  $      #
#   ## ####
# # #   # #
####  @   #
###########",11,14,4,0,"hard_negative",10148168930919804528
"###########
#      ####
#   ##    #
######    #
#   ###   #
# ##  * # #
# ##  . $ #
# .    ####
# #$ #  # #
#  $    @ #
#   ## ####
# # #   # #
####   .  #
###########",11,14,4,1,"positive",10148168930919804528
"###########
####      #
# #  #### #
# .$$#### #
###.    @.#
###$.# $$ #
#.  $$ ####
#.####    #
# ### ### #
#    .### #
###########",11,11,7,0,"easy_negative",2869541997138260745
"###########
#       ###
#.$$##   ##
#   ##   ##
## .   $  #
##  $#@ # #
##  .. ####
###########",11,8,4,1,"positive",7438665271605471030
"###########
#       ###
#.$$##$  ##
#   ##   ##
## .   $  #
##   #@ # #
##  .. ####
###########",11,8,4,1,"positive",7438665271605471030
"###########
#       ###
#.$$##$  ##
#  $##   ##
## .      #
##   #@ # #
##  .. ####
###########",11,8,4,0,"hard_negative",7438665271605471030
"###########
#  # ##   #
#. # ## # #
# ##     .#
# $ ## ####
#.# ##  .##
#  $  $$###
# $  #.   #
###  #.####
###  #$   #
###  @ ## #
##   #  # #
##     ## #
###########",11,14,6,0,"easy_negative",13681728175783099837
"########
# ##.# #
# # $# #
#.##$# #
# $  $ #
# .. # #
#@  ####
########",8,8,4,0,"easy_negative",5256957097989484003
"###########
#       ###
#.$$##$$ ##
#   ##   ##
## .      #
##   #@ # #
##  .. ####
###########",11,8,4,1,"positive",7438665271605471030
"##############
# ####.###   #
#  ##.$# # @##
#  $. $# $ ###
#.####$###   #
# ####  $  ###
#.        .###
##############",14,8,6,0,"easy_negative",8195930005578448254
"###########
#       ###
#.$$##$$ ##
#   ##   ##
## .      #
##@  #  # #
##  .. ####
###########",11,8,4,1,"positive",7438665271605471030
"###########
#       ###
# $*##$$ ##
#   ##   ##
## .      #
##@  #  # #
##  .. ####
###########",11,8,4,1,"positive",7438665271605471030
"########
#    # #
## . #.#
###$ #.#
# $$## #
# # #  #
#      #
### $$ #
#  ##. #
# #### #
#..$   #
#@###  #
# #### #
########",8,14,6,0,"easy_negative",3186087742233267255
"########
#.. ####
#.$$#  #
#  @.$ #
##$.#$##
##$.$$ #
##. #.##
########",8,8,8,0,"easy_negative",12274893081450608445
"########
###.   #
##. $. #
## $####
##$$ ###
##.   ##
##  .  #
# . #  #
#####. #
## ##  #
#  $   #
#   $$ #
####@  #
########",8,14,7,1,"positive",8604895135769052297
"########
#  .## #
# # #  #
# $ $$.#
###.@  #
##   # #
##  $. #
#.  #  #
# ###  #
# #### #
# $   ##
# # $.##
####  ##
########",8,14,6,0,"easy_negative",15170962671831275188
"########
###.   #
##. $. #
## $####
##$$ ###
##.   ##
##  .  #
# . #  #
#####  #
## ## .#
#  $   #
#   $$ #
####@  #
########",8,14,7,1,"positive",8604895135769052297
"########
##  ####
## $ $.#
## $ $ #
#..#   #
#  #  ##
# .#####
# ##.  #
#  #.# #
#@  $  #
#.$ # ##
# ## $ #
# ### ##
########",8,14,7,0,"easy_negative",6044027639628541356
"########
###. @ #
##. $. #
## $####
##$$ ###
##.   ##
##  .  #
# . #  #
#####  #
## ## .#
#  $   #
#   $$ #
####   #
########",8,14,7,1,"positive",8604895135769052297
"########
###. @ #
##. $* #
## $####
##$$ ###
##.   ##
##  .  #
# . #  #
#####  #
## ## .#
#  $   #
#    $ #
####   #
########",8,14,7,0,"hard_negative",8604895135769052297
"##############
## #   # #  .#
#  $    .  $ #
## #.  #.#####
##  ##   $  .#
###@# .$#  # #
##   ## $    #
## ###.###$  #
#   ##   $  ##
## #       ###
##############",14,11,7,0,"easy_negative",2082317180265939402
"########
###. @ #
##. $  #
## $####
##$$ ###
##.   ##
##  .  #
# . #  #
#####  #
## ## .#
#  $   #
#   $* #
####   #
########",8,14,7,1,"positive",8604895135769052297
"########
###.   #
##. $  #
## $####
##$$ ###
##.   ##
##  .  #
# . #  #
#####  #
## ## .#
#  $   #
#@  $* #
####   #
########",8,14,7,0,"hard_negative",8604895135769052297
"###########
####      #
## ###  ###
# $###  ###
## #  $ # #
#   #  @# #
## ###. # #
##$####$ .#
# $  .$.###
##.# .  ###
###########",11,11,6,0,"easy_negative",6750473846364073568
"########
###. @ #
##. $  #
## $####
##$$ ###
##.   ##
##  .  #
# . #  #
#####  #
## ##  #
#  $  .#
#   $* #
####   #
########",8,14,7,1,"positive",8604895135769052297
"########
###   ##
###.  ##
#     ##
#    ###
# #.# ##
#   #  #
##$# $ #
# $@$.##
## #.###
########",8,11,4,0,"easy_negative",15244279283300157296
"##############
# ##       ###
#.##.# ###$###
# .  $   .   #
#  #  # $    #
#  # $# #  # #
#@ #  ####   #
##############",14,8,4,1,"positive",8175759066471569134
"##############
# ##       ###
#+##.# ###$###
# .  $   .   #
#  #  # $    #
#  # $# #  # #
#  #  ####   #
##############",14,8,4,1,"positive",8175759066471569134
"##############
# ##       ###
#+##*# ###$###
# .      .   #
#  #  # $    #
#  # $# #  # #
#  #  ####   #
##############",14,8,4,1,"positive",8175759066471569134
"##############
###. ####  ###
##    ##   ###
####   ###   #
#      #     #
#### # #  ####
#      #   . #
## #$ ### ## #
# $   ### #  #
## #  #.   ###
#   ### $    #
# @ $   ##   #
#       ##  .#
##############",14,14,4,0,"easy_negative",18056887434458856082
"##############
# ##     @ ###
#.##*# ###$###
# .      .   #
#  #  # $    #
#  # $# #  # #
#  #  ####   #
##############",14,8,4,1,"positive",8175759066471569134
"##############
# ##     @ ###
#.##*# ###$###
#        .   #
#  #  # $    #
#  # $#.#  # #
#  #  ####   #
##############",14,8,4,1,"positive",8175759066471569134
"###########
####   #  #
# #  #### #
#    ###  #
##.#. $ $ #
# @  #  # #
## #.  ####
##. #  ## #
##  #  #  #
### #     #
#  $  $#$ #
# ## $ # .#
# ##   #. #
###########",11,14,6,0,"easy_negative",14927798362031113619
"########
# ###  #
# ###  #
#   # .#
## #.$@#
#  . $ #
## #  .#
##  # ##
## $ $ #
### # ##
########",8,11,4,0,"easy_negative",9765907532958661021
"########
# ######
# .## ##
# $ #. #
##$ @$.#
##$$####
##  .. #
########",8,8,5,0,"easy_negative",1363267674204349551
"########
# ... ##
#.# #.##
#@$ ##.#
##$ $$ #
##$$$$.#
## .####
########",8,8,8,0,"easy_negative",13027644214113245854
"###########
###. ######
##  $##@  #
##  $   $ #
###    ##.#
###$ ###  #
#  . ### .#
###########",11,8,4,1,"positive",16469896143462791066
"###########
###..######
##  $##@  #
##  $   $ #
###    ##.#
###$ ###  #
#  . ###  #
###########",11,8,4,1,"positive",16469896143462791066
"###########
###..######
##  $##   #
##  $   $ #
###    ##.#
###$ ###  #
#  . ###@ #
###########",11,8,4,1,"positive",16469896143462791066
"###########
###..######
##  $##   #
##  $     #
###    ##.#
###$$###  #
#  . ###@ #
###########",11,8,4,0,"hard_negative",16469896143462791066
"###########
###..######
##  $##   #
##  $   $ #
###@   ##.#
###$ ###  #
#  . ###  #
###########",11,8,4,1,"positive",16469896143462791066
"###########
###..######
##  $##   #
## $$   $ #
###@   ##.#
###  ###  #
#  . ###  #
###########",11,8,4,1,"positive",16469896143462791066
"########
## #  .#
# $  ###
## #.###
#   ## #
# #.## #
# @    #
#### $ #
# # .# #
# $    #
#   ####
# #$   #
#      #
########",8,14,4,0,"easy_negative",18165216479574896768
"###########
#  ## #####
#  #     ##
#  ## #$###
##   .#$  #
##   ## $ #
##    #  .#
# # ## #$##
#.#  #  . #
# #$## # ##
#  $## #$##
# #.##  . #
#  @.  # ##
###########",11,14,7,0,"easy_negative",15847754096149945477
"##############
########  ####
##  . .# $# .#
# $    # $## #
# ###        #
# ###    . ###
#   #  ### ###
# @$ # #.## ##
###  #$.$    #
###  # # ## ##
##############",14,11,6,0,"easy_negative",8966047432554312521
"##############
#  ###    @  #
# $### ## ####
# $#  .## # ##
# . .# ##  $ #
#.######  # .#
# ## #  #### #
# ##     $ # #
# ##  $### # #
#          # #
##############",14,11,5,0,"easy_negative",15388525449893649994
"###########
#### #### #
#     ### #
#    $..  #
# # $$    #
# # #######
# #     . #
#   .# # ##
# ## # $  #
# ##$# # ##
###.    . #
### $#  # #
#   @     #
###########",11,14,6,0,"easy_negative",14527498643760604152
"##############
#  .     .####
#.$$### #$ # #
# . $.$     .#
# ##  $  $####
# #    # @   #
#.#######    #
##############",14,8,7,1,"positive",1716999302847443707
"##############
#      # ##  #
#### #  $ #  #
# .    # ### #
#. ####    # #
#.$## ###  # #
#  ##$.##$ # #
#    $.## $  #
#.# ## #  ## #
#@  ##  #### #
##############",14,11,6,0,"easy_negative",2107007506763109387
"##############
### # #.  ## #
### $.  #.## #
#   # # @    #
#        .$ ##
# #  # $# $ ##
#   ###    ###
##############",14,8,4,1,"positive",13052126417677676561
"##############
### # #   ## #
### $.  #.## #
#   # # @    #
#        .$.##
# #  # $# $ ##
#   ###    ###
##############",14,8,4,1,"positive",13052126417677676561
"##############
### # #   ## #
### $.  #.## #
# @ # #      #
#        .$.##
# #  # $# $ ##
#   ###    ###
##############",14,8,4,1,"positive",13052126417677676561
"##############
### # #   ## #
### $.  #.## #
# @ # #      #
#       $. .##
# #  # $# $ ##
#   ###    ###
##############",14,8,4,1,"positive",13052126417677676561
"##############
### # #   ## #
### $.  #.## #
#   # # @    #
#       $. .##
# #  # $# $ ##
#   ###    ###
##############",14,8,4,1,"positive",13052126417677676561
"########
# . ####
#. $#  #
# $  @.#
###$####
## .# ##
## $.$##
###$   #
###.$ ##
#   .###
########",8,11,7,0,"easy_negative",14811268958243376186
"###########
#### @.   #
# #    $# #
#.  ### $.#
####   $  #
## $ ##$###
#   .##.###
###########",11,8,5,0,"easy_negative",2046593240487543918
"########
# .##  #
# #### #
#  ##  #
##  #$##
### $  #
##@ # ##
##$#####
#      #
## # $ #
###    #
##. ##.#
######.#
########",8,14,4,0,"easy_negative",12427697021744096914
"##############
#  .     .####
#.$$### #$ # #
# . $ $     .#
# ##  $. $####
# #    # @   #
#.#######    #
##############",14,8,7,1,"positive",1716999302847443707
"##############
# #  . ###.  #
# # #### #   #
# #    # $   #
# ##      # ##
#  #$# ###.$ #
#   @$ # ## ##
# ##  # $##$##
# #   #  #   #
# ##  #  ## ##
#  ####$     #
#  ## .   ##.#
#  #   .  ##.#
##############",14,14,7,0,"easy_negative",8281150969006171136
"##############
####  . .    #
#    # $#  # #
#   $    $   #
#  # #  #$ # #
#  # #. #@####
#  # #  #  # #
# ##   ###   #
# #     # #  #
#.##      ## #
##############",14,11,4,0,"easy_negative",4801594996550161845
"###########
#######  .#
## # $$@#.#
##  $ $.  #
#.$$ #.## #
# #.####  #
#    #    #
###########",11,8,6,0,"easy_negative",138867584931875040
"##############
#  .     .####
#.$$### #$ # #
# .$$       .#
# ##  $. $####
# #    # @   #
#.#######    #
##############",14,8,7,0,"hard_negative",1716999302847443707
"##############
#  .@    .####
#.$$### #$ # #
# . $ $     .#
# ##  $. $####
# #    #     #
#.#######    #
##############",14,8,7,1,"positive",1716999302847443707
"###########
# #####   #
#  ## #.###
#.$##   ###
#   $ $  .#
###### ####
#  @## # ##
#  $   .  #
#  ### #  #
# #### ####
###########",11,11,4,0,"easy_negative",8323807338005492011
"##############
#  .     .####
#.$$### #$ # #
# . $ $     .#
# ##  $+ $####
# #    #     #
#.#######    #
##############",14,8,7,1,"positive",1716999302847443707
"##############
####### ####.#
# #   .  ## .#
#  $  $   #  #
#  .## ##    #
##    ##.#####
###  ##  #.  #
# $$## $### ##
#.#.##  ##   #
#      $$ # ##
#  #$###  @ ##
## #  ## #  ##
####  ####  ##
##############",14,14,8,0,"easy_negative",7651684932074367714
"########
########
## ##.##
##  #$ #
#      #
# $.$# #
####.@ #
########",8,8,3,1,"positive",11554839649897973101
"########
########
## ##+##
##  #$ #
#      #
# $.$# #
####.  #
########",8,8,3,0,"hard_negative",11554839649897973101
"########
########
## ## ##
##  #$ #
#      #
#.$.$# #
####.@ #
########",8,8,3,0,"hard_negative",11554839649897973101
"########
########
## ##.##
##  #$ #
#    $ #
#  .$# #
####.@ #
########",8,8,3,1,"positive",11554839649897973101
"########
########
## ##.##
##  #$ #
#    $@#
#  .$# #
####.  #
########",8,8,3,1,"positive",11554839649897973101
"########
########
## ##.##
##  #$ #
# @  $ #
#  .$# #
####.  #
########",8,8,3,0,"hard_negative",11554839649897973101
"########
########
## ##.##
##  #$@#
#    $ #
#  .$# #
####.  #
########",8,8,3,1,"positive",11554839649897973101
"########
########
## ##.##
##  #$@#
#  $   #
#  .$# #
####.  #
########",8,8,3,1,"positive",11554839649897973101
"########
####   #
#  # ###
#.##$###
#  $   #
#@#$$# #
#   ...#
########",8,8,4,0,"easy_negative",7212401068097800429
"##############
#  .     .####
#.$ ### #$ # #
# .$$ $     .#
# ##  $+ $####
# #    #     #
#.#######    #
##############",14,8,7,0,"hard_negative",1716999302847443707
"##############
##### # .    #
# @. $ $   . #
#  $# #   ####
#      # $ $ #
###$ ####.####
###  ###.    #
##  ## # #####
## ##    .  ##
######## # ###
##############",14,11,6,0,"easy_negative",17928325614575843360
"###########
##        #
##   #@##.#
###    ## #
###### $ ##
#  ###   ##
#        ##
# #  # ## #
# #$####  #
# # .#..$ #
####    # #
# #    $# #
#   ### # #
###########",11,14,4,0,"easy_negative",2131262550218197020
"###########
##   . # ##
##  .#    #
##$ #### ##
## #  @   #
# . $ $   #
## ########
##$#.##  ##
#    ##  ##
## #     ##
###########",11,11,4,0,"easy_negative",2084257135434044027
"###########
#    ######
####.## ..#
# $$      #
### @   # #
## $ #  # #
# $$    # #
# ##   #  #
# ## #.#  #
#      #  #
## # $  $.#
#.   #  #.#
## #   ####
###########",11,14,7,0,"easy_negative",14347282789459544636
"##############
#  .     .####
#.$$### #$ # #
# . $ $      #
# ##  $+ $####
# #    #.    #
#.#######    #
##############",14,8,7,1,"positive",1716999302847443707
"###########
#         #
### .# .  #
###$   ####
#   $   $ #
###### @ ##
## ###  ###
#    .   ##
# # $    ##
#######. ##
#   # #   #
#       # #
#   # #   #
###########",11,14,4,0,"easy_negative",11826929295354514658
"########
##.#   #
#  $.  #
## #   #
# $ $ ##
#  #  ##
# ##$###
#. $ @.#
#. $.$ #
#  .####
########",8,11,7,1,"positive",1382124129655746039
"##############
# ## ## ###@##
# ## ##  #.$ #
#   $  $ .#$##
#  . #$##.   #
# #  # #  ####
#   .# #     #
##############",14,8,5,0,"easy_negative",14407772271914966331
"########
##.#   #
#  $.  #
## #   #
# $ $ ##
#  #  ##
# ##$###
#  $ @.#
#. $.$ #
# ..####
########",8,11,7,1,"positive",1382124129655746039
"########
##.#   #
#  $. .#
## #   #
# $ $ ##
#  #  ##
# ##$###
#  $ @.#
#. $.$ #
# . ####
########",8,11,7,1,"positive",1382124129655746039
"########
##.#   #
#  $. .#
## #   #
# $   ##
#  #$ ##
# ##$###
#  $ @.#
#. $.$ #
# . ####
########",8,11,7,0,"hard_negative",1382124129655746039
"##############
####  .###   #
#  ##   #  ###
#   ###   $###
# $$### ## ###
#. .   # #  ##
#### @ #  .  #
###  $$   # ##
###.#### .$$.#
#      ## # ##
##############",14,11,7,0,"easy_negative",7277787395173118307
"########
#   . ##
# $ .###
####  ##
## # . #
# $ $ ##
##$#$###
# $ @. #
###$ #.#
###  ..#
########",8,11,7,0,"easy_negative",13256290106962333955
"########
##.#   #
#  $. .#
## #   #
# $ $ ##
#  #  ##
#@##$###
#  $  .#
#. $.$ #
# . ####
########",8,11,7,0,"hard_negative",1382124129655746039
"########
##.#   #
#  $. .#
## #   #
# $ $ ##
#  #  ##
#@##$###
#  $  .#
#. $.$ #
# . ####
########",8,11,7,0,"hard_negative",1382124129655746039
"########
##.#   #
#  $.@.#
## #   #
# $ $ ##
#  #  ##
# ##$###
#  $  .#
#. $.$ #
# . ####
########",8,11,7,0,"hard_negative",1382124129655746039
"########
##.#   #
#  $. .#
## #   #
# $   ##
#  #  ##
# ##$###
#  $ @.#
#. $*$ #
# . ####
########",8,11,7,0,"hard_negative",1382124129655746039
"########
##.#   #
#  $. .#
## #   #
# $ $ ##
#  #  ##
# ## ###
#  $ @.#
#.$$.$ #
# . ####
########",8,11,7,0,"hard_negative",1382124129655746039
"########
## #   #
#  $. .#
## #   #
# $ $ ##
#  #  ##
# ##$###
#  $ @.#
#. $.* #
# . ####
########",8,11,7,1,"positive",1382124129655746039
"###########
#  . . ####
###  #  . #
### ###   #
#  $#   $.#
# #$##$#  #
# $$#@ ## #
### $  ## #
###.##### #
#.     .  #
###########",11,11,7,0,"easy_negative",9359504468429403845
"########
## #   #
#  $. .#
## #   #
# $ $ ##
#  #  ##
# ##$###
#  $  .#
#. $.* #
#@. ####
########",8,11,7,0,"hard_negative",1382124129655746039
"########
## #   #
#  $  .#
##.#   #
# $ $ ##
#  #  ##
# ##$###
#  $ @.#
#. $.* #
# . ####
########",8,11,7,1,"positive",1382124129655746039
"##############
#.    ##   ###
# #   ##$$$ ##
#     ##  ####
##  # #    ###
##.$### $   ##
##  $ .###   #
### ## .   . #
##  #    # # #
#### . @######
##############",14,11,6,0,"easy_negative",11190699777998526276
"###########
#     #.  #
# #   # # #
#  .  #   #
## #    $ #
#### #  ###
#    $  ###
#     .####
##.$ #$ # #
###    @  #
###########",11,11,4,1,"positive",8109980490727360798
"###########
#     #   #
# #   # # #
#. .  #   #
## #    $ #
#### #  ###
#    $  ###
#     .####
##.$ #$ # #
###    @  #
###########",11,11,4,1,"positive",8109980490727360798
"###########
# @   #   #
# #   # # #
#. .  #   #
## #    $ #
#### #  ###
#    $  ###
#     .####
##.$ #$ # #
###       #
###########",11,11,4,1,"positive",8109980490727360798
"###########
#     #   #
# #   # # #
#. .  #   #
## #    $ #
#### #  ###
#    $  ###
#  @  .####
##.$ #$ # #
###       #
###########",11,11,4,1,"positive",8109980490727360798
"###########
#     #   #
# #   # # #
#. .  # @ #
## #    $ #
#### #  ###
#    $  ###
#     .####
##.$ #$ # #
###       #
###########",11,11,4,1,"positive",8109980490727360798
"########
#  # ###
# ##$ ##
# .#@ ##
#   $###
#  # ###
# ##$. #
# $.$.##
#. #$ ##
# ## .##
########",8,11,6,0,"easy_negative",16515316957052779455
"########
#.     #
## $ .##
#### ###
# ##$  #
# ##$  #
#.  .  #
# @ ####
# #   ##
# $  ###
####  ##
## $  ##
###.  ##
########",8,14,5,0,"easy_negative",9488029448500001032
"########
##  ####
##   # #
## . $ #
##$#####
# . .# #
##$#   #
#  #$###
## # .##
###@   #
########",8,11,4,0,"easy_negative",12941012043859673391
"##############
#      #   ###
# ## #$##  ###
# ##   #     #
#          ###
#     ####  ##
#   ###   $ ##
# #$ ## #  $ #
# #.. ####   #
# #     #    #
# # #####  # #
# #  @ #   # #
# #. .  ## # #
##############",14,14,4,0,"easy_negative",8017479882120298053
"##############
#         # ##
###    $#    #
### ###   # ##
#   ## ## #$##
##  ##$##    #
### .$ .  #@##
#    ##    ###
####.##.   ###
#      ###   #
##############",14,11,4,0,"easy_negative",6030882209979017391
"########
##   .##
###$  ##
##   ###
##$#@###
#.$ $###
##.#.  #
########",8,8,4,1,"positive",1897915878366937955
"########
##   .##
###$  ##
##   ###
## #@###
#.$$$###
##.#.  #
########",8,8,4,1,"positive",1897915878366937955
"########
##   .##
###$  ##
##   ###
## # ###
#+$$$###
##.#.  #
########",8,8,4,0,"hard_negative",1897915878366937955
"########
##   .##
###$  ##
##  .###
## #@###
#.$$$###
## #.  #
########",8,8,4,0,"hard_negative",1897915878366937955
"########
##   .##
###$  ##
##  .###
## #@###
#.$$$###
##.#   #
########",8,8,4,0,"hard_negative",1897915878366937955
"########
##   .##
###$  ##
##   ###
## #@###
#.*$$###
##.#   #
########",8,8,4,0,"hard_negative",1897915878366937955
"########
##   .##
###$  ##
##   ###
##@# ###
#.$$$###
##.#.  #
########",8,8,4,1,"positive",1897915878366937955
"########
##   .##
###$  ##
##@  ###
## # ###
#.$$$###
##.#.  #
########",8,8,4,1,"positive",1897915878366937955
"########
##   .##
###$  ##
##   ###
## # ###
#.$$$###
##.#.@ #
########",8,8,4,0,"hard_negative",1897915878366937955
"########
##   .##
###$  ##
##@  ###
##$# ###
#. $$###
##.#.  #
########",8,8,4,1,"positive",1897915878366937955
"########
## #  ##
#   $.##
## #  ##
####   #
## ##  #
#  ### #
## ##  #
#.  # .#
## ##$ #
# $.$  #
##    @#
########
########",8,14,4,0,"easy_negative",417510419523394720
"##############
#          ###
# # . #$##  ##
#. .### ######
### ###   # ##
#  #  #    $ #
# ##   ####$##
# $ .    $   #
# # #####@   #
#      ## ####
## ###       #
#   ##  #  ###
## #      .###
##############",14,14,5,0,"easy_negative",14336094377923227006
"###########
#      @###
# ##$## ###
# ## ##  .#
## #$###$##
# $.$# $. #
##.#.###.##
###########",11,8,6,0,"easy_negative",758031536563096166
"########
# #  ###
# #. ###
#.#$  .#
# @$# ##
# $ $  #
#####.##
### $$ #
###$  ##
#  ..###
#    $ #
# # .###
####.###
########",8,14,8,0,"easy_negative",2507852663622360380
"###########
#  ##     #
#  ###. # #
#  ##.   @#
##  . $####
## $ # # ##
### ####  #
#.$$ $$   #
# # .#    #
#   .  ####
###########",11,11,6,0,"easy_negative",12694255021834605089
"##############
#.## ##      #
# ## .# # ## #
#     $  .## #
#  $  . # ##@#
##  #   # ## #
### ##  #  $ #
####        ##
##  ### # $###
#           ##
##############",14,11,4,1,"positive",12684563319364810181
"##############
######      .#
# @ ##$ # ####
#.        $. #
#  $$  #######
# #$###      #
#    .  .    #
##############",14,8,5,0,"easy_negative",332923096584203337
"##############
#### .  ##   #
#    #   # # #
#            #
# ##   ## ####
# ######  #  #
#   # #   ## #
# ##   ##    #
#  # # ## $#.#
# @$   $     #
# ## ##$   . #
#  #  # # #  #
#      .  ## #
##############",14,14,4,1,"positive",17496225488148678356
"##############
#.## ##      #
# ## .# # ## #
#     $  .## #
#  $    # ##@#
##  #   # ## #
### ##  #  $ #
####        ##
##  ### # $###
#  .        ##
##############",14,11,4,1,"positive",12684563319364810181
"##############
#.## ##      #
# ## .# # ## #
#  $  $  .## #
#       # ##@#
##  #   # ## #
### ##  #  $ #
####        ##
##  ### # $###
#  .        ##
##############",14,11,4,1,"positive",12684563319364810181
"###########
###    ####
###@#     #
#  .###.  #
# .### ####
#  ##  #  #
#  ##$ $ .#
#     $$  #
#  # $. # #
# #####   #
###########",11,11,5,0,"easy_negative",6624016357679648734
"##############
#.##@##      #
# ## .# # ## #
#  $  $  .## #
#       # ## #
##  #   # ## #
### ##  #  $ #
####        ##
##  ### # $###
#  .        ##
##############",14,11,4,1,"positive",12684563319364810181
"##############
## # @  ##   #
# $ ### #### #
## ## #  .## #
#   #  #     #
# # ##.##$#  #
#.  #  # $## #
# # # # #. $ #
# #     # ## #
# # # # # ## #
#   #### #   #
# #  #   $ . #
#      # #####
##############",14,14,5,0,"easy_negative",13224558307977907321
"##############
#.## ##      #
# ## .# # ## #
#  $@ $  .## #
#       # ## #
##  #   # ## #
### ##  #  $ #
####        ##
##  ### # $###
#  .        ##
##############",14,11,4,1,"positive",12684563319364810181
"########
#.  ####
#     ##
#   @###
###$ $ #
## $#  #
#   ##.#
# ##   #
# #  .##
# ## ###
#  #$. #
# ##$# #
#. #   #
########",8,14,5,0,"easy_negative",16173533910835786279
"########
#   ####
###$ #.#
###@$  #
##.$####
## .   #
## $ $.#
# .#$# #
## #$# #
####.#.#
########",8,11,7,0,"easy_negative",3147932884467202984
"########
#  #  .#
#  #  ##
# $# ###
#.$  $@#
#### # #
#   $  #
##$  ###
##    ##
## $## #
#  ..  #
####. ##
#  . ###
########",8,14,6,0,"easy_negative",7389669894311823267
"##############
#### .  ##   #
#    #   # # #
#            #
# ##   ## ####
# ######  #  #
#   # #   ## #
# ##   ##    #
# @# # ## $#.#
#  $   $     #
# ## ##$   . #
#  #  # # #  #
#      .  ## #
##############",14,14,4,1,"positive",17496225488148678356
"##############
##.    ##   ##
##   #$  #  ##
##  $   ##.###
## ###  $   @#
# . #  $## ###
##.#    ## ###
##############",14,8,4,0,"easy_negative",5257651245302009352
"########
####   #
##  $#.#
#.     #
#  $   #
### # .#
### ## #
#@$   ##
# #   ##
#  $  ##
#  ##  #
#  ##  #
#. ##  #
########",8,14,4,1,"positive",9383057945752056245
