run_id,generation,pushes,board_string,width,height,boxes
56,5,23,"########
#   .  #
# #.####
# @$.. #
# $ ## #
# # ## #
# .$   #
# $ ####
# #$# ##
#     ##
########",8,11,5
56,6,24,"########
#   .  #
# #.####
# @$.. #
#.$ ## #
# # ## #
#  $   #
# $ ####
# #$# ##
#     ##
########",8,11,5
56,7,25,"########
#   .  #
# #.####
# @ .. #
# $ ## #
# # ## #
#  $   #
# $ ####
# #$# ##
#     ##
########",8,11,4
56,9,29,"########
#   .  #
# #.####
#  $.. #
#.$.## #
# #$## #
#  $ @ #
# $ ####
# #$# ##
#     ##
########",8,11,6
56,12,30,"########
#.  .  #
# #.####
#  $.. #
#.$ ## #
# #$## #
#  $ @ #
# $ ####
# #$# ##
#     ##
########",8,11,6
56,22,31,"########
#.  .  #
# # ####
#. $.. #
# $.## #
# #$## #
#  $ @ #
# $ ####
# #$# ##
#     ##
########",8,11,6
56,24,32,"########
#.  .  #
#.# ####
#  $.. #
# $.## #
# #$## #
#  $ @ #
# $ ####
# #$# ##
#     ##
########",8,11,6
56,25,33,"########
#.  .. #
# # ####
#  $.. #
# $.## #
# #$## #
#  $ @ #
# $ ####
# #$# ##
#     ##
########",8,11,6
56,30,35,"########
#  ... #
# # ####
#  $ ..#
# $.## #
# #$## #
#  $  @#
# $ ####
# #$# ##
#     ##
########",8,11,6
56,41,37,"########
#  ... #
# # ####
#  $...#
# $ ## #
# #$## #
#  $@  #
# $ ####
# #$# ##
#     ##
########",8,11,6
56,46,38,"########
#  ... #
# # ####
#  $.+.#
# $ ## #
# #$## #
# $    #
# $ ####
# #$# ##
#     ##
########",8,11,6
56,56,42,"########
#  ....#
# # ####
#  $ ..#
# $ ## #
# #$##@#
# $    #
# $ ####
# #$# ##
#     ##
########",8,11,6
57,0,6,"###########
### ##  # #
### ##  # #
#.   @  # #
## ##$    #
#   #  ## #
## ##  ## #
###########",11,8,1
57,1,9,"###########
### ##  # #
### ##$.# #
#    .  # #
## ##  $  #
#   #  ## #
## ##  ##@#
###########",11,8,2
57,3,10,"###########
### ##  # #
### ##$ # #
# .  $  # #
## ##     #
# @ #  ## #
## ## .## #
###########",11,8,2
57,4,12,"###########
### ##  # #
### ##$ # #
# .  $  # #
## ## $ . #
# @ #  ## #
## ## .## #
###########",11,8,3
57,5,13,"###########
### ##  # #
### ##$ # #
#.   $  # #
## ## $ . #
# @ #  ## #
## ## .## #
###########",11,8,3
57,6,14,"###########
### ##  # #
### ##$ # #
# .. $  # #
## ##     #
# @ #$ ## #
## ## .## #
###########",11,8,3
57,15,15,"###########
### ##  # #
###@##$ # #
# ..$   # #
## ##     #
#   #$ ## #
## ## .## #
###########",11,8,3
57,21,17,"###########
### ##  # #
###@##$ # #
#.. $   # #
## ##     #
#   #$ ## #
## ## .## #
###########",11,8,3
57,26,19,"###########
### ##  # #
###@##$ # #
#.. $   # #
## ## $ . #
#   #$ ## #
## ## .## #
###########",11,8,4
57,31,20,"###########
### ##  # #
###@##$ # #
#.. $   # #
## ## $ ..#
#   #$ ## #
## ##  ## #
###########",11,8,4
57,36,21,"###########
### ##  # #
###@##$ # #
#.. $   # #
##$##$$ . #
# . #  ## #
## ## .## #
###########",11,8,5
57,45,22,"###########
### ##  # #
###@##$ # #
#.. $   # #
##$##$$  .#
# . #  ## #
## ## .## #
###########",11,8,5
58,0,5,"###########
## ### # ##
#   ##.   #
## #   # ##
#@   # ####
# #  # $ ##
#### #    #
###########",11,8,1
58,4,6,"###########
## ### # ##
#   ##.$. #
## #   # ##
#    # ####
# #  # $@##
#### #    #
###########",11,8,2
58,8,7,"###########
## ### # ##
#   ##.$. #
## #   # ##
# .$ # ####
# #  # $@##
#### #    #
###########",11,8,3
58,10,8,"###########
## ###.# ##
#   ## $. #
## #   # ##
# .$ # ####
# #  # $@##
#### #    #
###########",11,8,3
58,25,9,"###########
## ###.# ##
#   ## $. #
## #   # ##
#. $ # ####
# # @# $ ##
#### #    #
###########",11,8,3
58,33,10,"###########
## ###.# ##
# . ## $. #
##$#   # ##
#. $ # ####
# # @# $ ##
#### #    #
###########",11,8,4
58,45,11,"###########
## ###.# ##
# . ## $ .#
##$#   # ##
#. $ # ####
# # @# $ ##
#### #    #
###########",11,8,4
59,0,8,"###########
### ###  ##
### #@# .##
#     #  ##
# ##      #
# #  #  $ #
# ##   ####
###########",11,8,1
59,1,13,"###########
### ###  ##
### # #  ##
# ..  #$ ##
# ##   $ @#
# #  #    #
# ##   ####
###########",11,8,2
59,2,18,"###########
### ###  ##
### # # $##
#  .. #@ ##
# ##   $  #
# #  #$.  #
# ##   ####
###########",11,8,3
59,6,21,"###########
### ### @##
### # #$ ##
# ..  #  ##
# ##  $   #
# # *# $  #
# ##.  ####
###########",11,8,4
59,7,24,"###########
### ###  ##
### # # $##
#. .. #@ ##
# ##   $  #
# #  #$   #
# ##   ####
###########",11,8,3
59,15,25,"###########
### ###  ##
### # # $##
#..   #  ##
# ##  $@  #
# # *#  $ #
# ##.  ####
###########",11,8,4
59,35,28,"###########
### ### @##
### # #$$##
#..   #  ##
# ##      #
# # *#  $ #
# ##.  ####
###########",11,8,4
59,48,29,"###########
### ### @##
### # #$$##
#..   #  ##
# ##    $ #
# # *#    #
# ##.  ####
###########",11,8,4
60,0,7,"###########
#####     #
# # #  $ ##
#   #  ####
## #   # ##
#   .    @#
## #   # ##
###########",11,8,1
60,1,10,"###########
#####     #
# # #  $ ##
#   #  ####
## #   # ##
#   .  $.@#
## #   # ##
###########",11,8,2
60,2,13,"###########
#####@    #
# # #  $ ##
#   #$ ####
## #   # ##
# .       #
## #.  # ##
###########",11,8,2
60,3,16,"###########
#####@    #
# # #  $ ##
#   #$ ####
## # $.# ##
# .       #
## #.  # ##
###########",11,8,3
60,4,22,"###########
#####@    #
# # #  $ ##
#   #$ ####
## #   # ##
# ..  $   #
## #.  # ##
###########",11,8,3
60,8,24,"###########
#####@    #
# # #  $ ##
#   #$ ####
## # $ # ##
# ..      #
## #.  # ##
###########",11,8,3
60,11,26,"###########
#####@    #
# # #  $ ##
#   #$ ####
## # $ # ##
# ..   $ .#
## #.  # ##
###########",11,8,4
60,25,28,"###########
#####     #
# # #@ $ ##
#   #$ ####
## # $ # ##
#...   $ .#
## #   # ##
###########",11,8,4
60,34,29,"###########
#####   @ #
# # #  $ ##
#   #$ ####
## # $ # ##
#.. .$ $ .#
## #.  # ##
###########",11,8,5
60,50,30,"###########
#####  @  #
# # #  $ ##
#   #$ ####
## #  $# ##
#.. .$ $ .#
## #.  # ##
###########",11,8,5
60,53,31,"###########
#####     #
# # #  $ ##
#   #$ ####
## #   # ##
#..$. $$ .#
##@#.  # ##
###########",11,8,5
61,0,10,"##############
###     ######
##@  #  ### ##
#           ##
###    ## ####
#  ##    #   #
# ####  ##   #
#  #       ###
# ## #      ##
#  ####   ####
#   # ## #  ##
#     $.    ##
#   # ## #  ##
##############",14,14,1
61,1,17,"##############
###     ######
##   #$ ### ##
#.        . ##
###   @## ####
#  ##    #   #
# ####  ##   #
#  #       ###
# ## # $    ##
#  ####   ####
#   # ## #  ##
#           ##
#   # ## #  ##
##############",14,14,2
61,2,18,"##############
###     ######
##   #$ ### ##
#.      $ . ##
### . @## ####
#  ##    #   #
# ####  ##   #
#  #       ###
# ## # $    ##
#  ####   ####
#   # ## #  ##
#           ##
#   # ## #  ##
##############",14,14,3
61,3,19,"##############
###     ######
##   #$ ### ##
#.. $     . ##
###   @## ####
#  ##    #   #
# ####  ##   #
#  #       ###
# ## # $    ##
#  ####   ####
#   # ## #  ##
#           ##
#   # ## #  ##
##############",14,14,3
61,4,28,"##############
###     ######
##   #$ ### ##
#.. $     . ##
###   @## ####
#  ##    #   #
# ####  ##   #
#  #       ###
# ## # $    ##
#  ####   ####
#   # ## #  ##
#     $.    ##
#   # ## #  ##
##############",14,14,4
61,5,33,"##############
###     ######
##   #$ ### ##
#.. $     . ##
###   @## ####
#  ##    #   #
# ####  ##   #
#  #       ###
# ## # $    ##
#  ####   ####
#   # ## # .##
#     $     ##
#   # ## #  ##
##############",14,14,4
61,7,38,"##############
###     ######
##   #$ ### ##
#.. $     . ##
###   @## ####
#  ##  . #   #
# ####  ##   #
#  #       ###
# ## # $ $  ##
#  ####   ####
#   # ## # .##
#     $     ##
#   # ## #  ##
##############",14,14,5
61,8,40,"##############
###     ######
##   #  ### ##
#.. $     . ##
###    ## ####
#  ##    #   #
# ####  ##   #
#  #       ###
# ## # $ $  ##
#  ####   ####
#   # ## # .##
#     $   @ ##
#   # ## #  ##
##############",14,14,4
61,10,42,"##############
###     ######
## $ #  ### ##
#.. $     . ##
###  . ## ####
#  ##    #   #
# ####  ##   #
#  #       ###
# ## # $ $  ##
#  ####   ####
#   # ## # .##
#     $   @ ##
#   # ## #  ##
##############",14,14,5
61,11,45,"##############
###     ######
##   #  ### ##
#.. $ .   . ##
###   @## ####
#  ##    #   #
# #### $##   #
#  #   $   ###
# ## # $    ##
#  ####   ####
#   # ## # .##
#     $     ##
#   # ## #  ##
##############",14,14,5
61,12,51,"##############
###     ######
##  .#  ### ##
#.. $     . ##
###    ## ####
#  ##    #   #
# ####  ##   #
#  #       ###
# ## # $ $  ##
#  #### $ ####
#   # ## # .##
#     $   @ ##
#   # ## #  ##
##############",14,14,5
61,14,52,"##############
###     ######
##  .#  ### ##
#..    $  . ##
###    ## ####
#  ##    #   #
# ####  ##   #
#  #       ###
# ## # $ $  ##
#  #### $ ####
#   # ## # .##
#     $   @ ##
#   # ## #  ##
##############",14,14,5
61,16,53,"##############
###     ######
##  .#  ### ##
#..       . ##
###  $ ## ####
#  ##    #   #
# ####  ##   #
#  #       ###
# ## # $ $  ##
#  #### $ ####
#   # ## # .##
#     $   @ ##
#   # ## #  ##
##############",14,14,5
61,18,57,"##############
###     ######
##  .#  ### ##
#..       . ##
###    ## ####
#  ##    #   #
# ####  ##   #
#  #  $    ###
# ## # $ $  ##
#  #### $ ####
#   # ## # .##
#     $   @ ##
#   # ## #  ##
##############",14,14,5
61,21,59,"##############
###     ######
##  .#  ### ##
#..       . ##
###    ## ####
#  ##    #   #
# #### $##   #
#  #       ###
# ## # $ $  ##
#  #### $ ####
#   # ## # .##
#     $   @ ##
#   # ## #  ##
##############",14,14,5
61,27,62,"##############
###     ######
##  .#  ### ##
#..       . ##
###    ## ####
#  ##    #   #
# ####  ##.  #
#  #  $ $  ###
# ## # $ $  ##
#  #### $ ####
#   # ## # .##
#     $   @ ##
#   # ## #  ##
##############",14,14,6
61,41,63,"##############
###     ######
##   #  ### ##
#..       ..##
###    ## ####
#  ##    #   #
# ####  ##.  #
#  #  $ $  ###
# ## # $ $  ##
#  #### $ ####
#   # ## # .##
#    $    @ ##
#   # ## #  ##
##############",14,14,6
62,0,8,"########
#   ##.#
# # ## #
#  $   #
####@  #
#    ###
#    ###
########",8,8,1
62,1,12,"########
#   ##.#
# # ## #
#      #
####@  #
#  $ ###
#    ###
########",8,8,1
62,3,16,"########
#   ##.#
# #$## #
#@..$  #
####   #
# $  ###
#    ###
########",8,8,3
62,5,17,"########
#   ##.#
# #$## #
#@.*   #
####   #
# $  ###
#    ###
########",8,8,3
62,8,18,"########
#   ##.#
# #$## #
#@*.   #
####   #
# $  ###
#    ###
########",8,8,3
62,14,19,"########
#   ##.#
# #$## #
#+$.   #
####   #
# $  ###
#    ###
########",8,8,3
62,20,20,"########
#   ##.#
# #$## #
#+*    #
####   #
# $  ###
#    ###
########",8,8,3
63,0,21,"##############
#.           #
#    # ###   #
####  @   ####
#   ##  $   ##
# # ##  ## ###
#       ##  ##
##############",14,8,1
63,2,23,"##############
#.           #
# $ .# ###   #
####  @   ####
#   ##  $   ##
# # ##  ## ###
#       ##  ##
##############",14,8,2
63,3,24,"##############
#.           #
# $ .# ###   #
####  @ . ####
#   ##$ $   ##
# # ##  ## ###
#       ##  ##
##############",14,8,3
63,4,27,"##############
#.           #
# $ .# ###   #
####  @   ####
#   ##$ $   ##
# # ##  ## ###
#   .   ##  ##
##############",14,8,3
63,5,28,"##############
#.           #
# $ .# ###   #
####  @   ####
#   ##$$$ . ##
# # ##  ## ###
#   .   ##  ##
##############",14,8,4
63,6,34,"##############
#.           #
# $ .#.###   #
#### $@   ####
#   ##$$$ . ##
# # ##  ## ###
#   .   ##  ##
##############",14,8,5
63,8,37,"##############
#.  .        #
#    # ###   #
####      ####
#   ##  $   ##
# # ##$ ## ###
#   @   ##  ##
##############",14,8,2
63,12,39,"##############
#.           #
# $ .#.###   #
#### $@$  ####
#   ##$$$.. ##
# # ##  ## ###
#   .   ##  ##
##############",14,8,6
63,14,43,"##############
#.  .        #
#    # ###   #
####   $. ####
#   ## $$ . ##
# # ##$ ## ###
#   @   ##  ##
##############",14,8,4
63,16,44,"##############
#.  .        #
# $. # ###   #
####   $. ####
#   ## $$ . ##
# # ##$ ## ###
#   @   ##  ##
##############",14,8,5
63,17,50,"##############
#.  .        #
# @  # ###   #
####   $  ####
#   ## $$ . ##
# # ##$ ## ###
#     . ##  ##
##############",14,8,4
63,19,51,"##############
#.  .        #
# .$ # ###  @#
####   $  ####
#   ## $$ . ##
# # ##$ ## ###
#     . ##  ##
##############",14,8,5
63,20,53,"##############
#.  .        #
# @  # ###   #
#### $ $  ####
#   ## $$ . ##
# # ##  ## ###
#     . ##  ##
##############",14,8,4
63,27,58,"##############
#.  .  @     #
#    #$###   #
#### $ $  ####
#   ## $$.. ##
# # ##  ## ###
#     . ##  ##
##############",14,8,5
63,29,59,"##############
#.@ .        #
# $ .# ###   #
#### $$$  ####
#   ## $$.. ##
# # ##  ## ###
#     . ##  ##
##############",14,8,6
63,38,60,"##############
#.@ .        #
# $ .# ###   #
#### $$$  ####
#   ## $$. .##
# # ##  ## ###
#     . ##  ##
##############",14,8,6
63,50,61,"##############
#..          #
# $ +# ###   #
#### $$$  ####
#   ## $$.. ##
# # ##  ## ###
#     . ##  ##
##############",14,8,6
63,62,62,"##############
#..       @  #
# $ .#$###   #
#### $ $  ####
#   ## $$.. ##
# # ##  ## ###
#     . ##  ##
##############",14,8,6
64,0,9,"###########
## ## #   #
#@$       #
## ## #.  #
#    ######
###  ## # #
###       #
#         #
#  #  # ###
####### ###
###########",11,11,1
64,1,15,"###########
## ## #   #
#  .$     #
## ## #   #
#    ######
###@ ## # #
###     . #
#   $     #
#  #  # ###
####### ###
###########",11,11,2
64,3,18,"###########
## ## #   #
# .    $  #
## ## #   #
# @  ######
###. ## # #
###$  $ . #
# .    $  #
#  #  # ###
####### ###
###########",11,11,4
64,5,24,"###########
## ## #   #
#  .$     #
## ## #   #
#    ######
###@ ## # #
### $  .. #
# . $   $ #
#  #  # ###
####### ###
###########",11,11,4
64,6,27,"###########
## ## #   #
#  .$     #
## ## #   #
#    ######
###@ ## # #
### $  .. #
# .$$. $  #
#  #  # ###
####### ###
###########",11,11,5
64,8,28,"###########
## ## #   #
#  .$     #
## ## #   #
#    ######
###@ ## # #
### $. .. #
# .$$  $  #
#  #  # ###
####### ###
###########",11,11,5
64,9,29,"###########
## ## #   #
#  .$     #
## ## #   #
#    ######
###@ ## # #
###$$. .. #
# . $  $  #
#  #  # ###
####### ###
###########",11,11,5
64,24,31,"###########
## ## #   #
#  .$     #
## ## #   #
#    ######
###  ## # #
###$$. .. #
#@. $  $  #
#  #  # ###
####### ###
###########",11,11,5
64,33,32,"###########
## ## #   #
#  .$     #
## ## #   #
#    ######
###  ## # #
###$$. .. #
# @.$  $  #
#  #  # ###
####### ###
###########",11,11,5
64,43,33,"###########
## ## #   #
#  .$     #
## ## #   #
#    ######
###  ## # #
###$$. .. #
# @*   $  #
#  #  # ###
####### ###
###########",11,11,5
65,0,8,"###########
## ###    #
#     # # #
## # ##   #
#  #$##  ##
#  #  # ###
#  # .   ##
##     # ##
### ##    #
##  ## #@##
###########",11,11,1
65,2,9,"###########
## ###    #
#  @. # # #
## # ##   #
#  # ##. ##
#  #  #$###
#  #   $ ##
##     # ##
### ##    #
##  ## # ##
###########",11,11,2
65,3,11,"###########
## ###    #
#  @. # # #
## #.##   #
#  # ##. ##
#  #$ #$###
#  #   $ ##
##     # ##
### ##    #
##  ## # ##
###########",11,11,3
65,4,15,"###########
## ###    #
#  @. #$# #
## # ##   #
#  # ##. ##
#  #. # ###
#  #   $ ##
##   $ # ##
### ##    #
##  ## # ##
###########",11,11,3
65,8,16,"###########
## ###    #
#  @. # # #
## # ##   #
#  # ##  ##
#  #. # ###
#  #     ##
## $ $ # ##
### ##    #
##  ## # ##
###########",11,11,2
65,12,19,"###########
## ###    #
#   . #$# #
## # ##   #
#  # ##  ##
#  #. #.###
#  #     ##
## $ $ # ##
### ##   @#
##  ## # ##
###########",11,11,3
65,18,20,"###########
## ###    #
#   + # # #
## # ## $ #
#  # ##  ##
#  #. # ###
#  #   . ##
## $ $ # ##
### ##    #
##  ## # ##
###########",11,11,3
65,21,21,"###########
## ### .  #
#   . # # #
## # ## $ #
# $# ##  ##
#  #. # ###
# .#     ##
## $ $ # ##
### ##    #
##  ##@# ##
###########",11,11,4
65,28,22,"###########
## ###    #
#   . # # #
##$# ## $ #
#  # ##  ##
# .#. # ###
#  #  @. ##
## $ $ # ##
### ##    #
##  ## # ##
###########",11,11,4
65,33,24,"###########
## ###    #
#   . #@# #
##$# ## $ #
#  # ##  ##
#  #. # ###
#  #   . ##
##.$ $ # ##
### ##    #
##  ## # ##
###########",11,11,4
65,40,26,"###########
##.###@   #
#   . # # #
##$# ## $ #
#  # ##  ##
#  #. # ###
#  #   . ##
## $ $ # ##
### ##    #
##  ## # ##
###########",11,11,4
65,52,27,"###########
##.###    #
#   . # # #
##$# ##   #
#  # ##  ##
#  #. #$###
#  #   . ##
## $ $ # ##
### ##   @#
##  ## # ##
###########",11,11,4
65,53,28,"###########
##.###    #
#   . # # #
##$#.## $ #
#  # ##  ##
#  #  # ###
#  #   . ##
## $ $ # ##
### ##   @#
##  ## # ##
###########",11,11,4
66,0,8,"########
##   ###
##    ##
##    ##
# #  ###
# #$  ##
# #  . #
#  @## #
# #   ##
#### ###
########",8,11,1
66,2,11,"########
##   ###
## $  ##
##    ##
# # .###
# #$  ##
# #  . #
#  @## #
# #   ##
#### ###
########",8,11,2
66,3,15,"########
##   ###
## $  ##
##  $ ##
# # .###
# #$. ##
# #  . #
#  @## #
# #   ##
#### ###
########",8,11,3
66,4,16,"########
##   ###
## $  ##
##  $ ##
# # .###
# #$ .##
# #  . #
#  @## #
# #   ##
#### ###
########",8,11,3
66,6,17,"########
##   ###
## $  ##
##    ##
# # *###
# #$  ##
# # .. #
#  @## #
# #   ##
#### ###
########",8,11,3
66,13,18,"########
##   ###
##    ##
## $  ##
# # *###
# #$  ##
# # .. #
#  @## #
# #   ##
#### ###
########",8,11,3
66,17,19,"########
##   ###
## $  ##
##  $ ##
# #  ###
# #$ .##
# # . .#
#   ## #
# #  @##
#### ###
########",8,11,3
66,26,20,"########
##   ###
## $  ##
##  $ ##
# #  ###
# #  .##
# #$. .#
#   ## #
# #  @##
#### ###
########",8,11,3
66,35,21,"########
##   ###
## $  ##
##    ##
# # $###
# #  .##
# #$. .#
#   ## #
# #  @##
#### ###
########",8,11,3
66,39,22,"########
##   ###
##    ##
## $  ##
# # $###
# #  .##
# #$. .#
#   ## #
# # @ ##
#### ###
########",8,11,3
66,50,23,"########
##   ###
##    ##
## $  ##
# # $###
# #  .##
#@#$ ..#
#   ## #
# #   ##
#### ###
########",8,11,3
66,56,24,"########
##   ###
##    ##
## $  ##
# # $###
# #  .##
# #  ..#
#  $## #
# #   ##
####@###
########",8,11,3
67,0,6,"##############
#      # ## ##
####  $    . #
#      # ## ##
## # ##   #  #
#   @###  #  #
## #   ## #  #
##############",14,8,1
67,1,7,"##############
#      # ## ##
####$      . #
#@     # ## ##
## #.##   #$ #
#    ###  #  #
## #   ## #  #
##############",14,8,2
67,2,10,"##############
#      # ## ##
#### $ $ .  .#
#      # ## ##
## #@##   #  #
#    ###  #  #
## #   ## #  #
##############",14,8,2
67,3,13,"##############
#      # ## ##
####$  $ @  .#
# .    # ## ##
## # ##   #  #
#    ###  #  #
## #   ## #  #
##############",14,8,2
67,6,16,"##############
#      # ## ##
####$  $   ..#
# .    # ## ##
## # ##   #  #
#    ###@ #$ #
## #   ## #  #
##############",14,8,3
67,9,17,"##############
#      # ## ##
####$  $   ..#
# . .$ # ## ##
## # ##   #  #
#    ###@ #$ #
## #   ## #  #
##############",14,8,4
67,11,18,"##############
#      #@## ##
####$  $   ..#
# .    # ##$##
## # ##   #  #
#    ###  #  #
## #   ## #  #
##############",14,8,3
67,14,19,"##############
#      # ## ##
####$  $   ..#
#   .$ # ## ##
## # ##   #$ #
#    ###@ #  #
## #.  ## #  #
##############",14,8,4
67,15,20,"##############
#      #@## ##
####$  $   ..#
# .. $ # ##$##
## # ##   #  #
#    ###  #  #
## #   ## #  #
##############",14,8,4
67,17,21,"##############
#      # ## ##
####$  $   ..#
#... $ # ## ##
##$# ##   #$ #
#    ###@ #  #
## #   ## #  #
##############",14,8,5
67,24,24,"##############
#      # ##@##
####$     $..#
#... $ # ## ##
##$# ##   #$ #
#    ###  #  #
## #   ## #  #
##############",14,8,5
67,32,25,"##############
#      # ##@##
####$     $..#
#..  $ #$## ##
## # ## . #$ #
#    ###  #  #
## #   ## #  #
##############",14,8,5
67,33,27,"##############
#      # ##@##
####      $..#
#..  $ #$## ##
## #$## . #$ #
#    ###  #  #
## #   ## #  #
##############",14,8,5
67,35,28,"##############
#      # ##@##
####      $..#
#.. $$ #$## ##
## # ## . #$ #
#    ###  #  #
## #   ## #  #
##############",14,8,5
67,62,29,"##############
#      # ##@##
####      $..#
#.. $$ #$##$##
## # ## . #  #
#    ###  #  #
## #   ## #  #
##############",14,8,5
67,63,30,"##############
#      # ##@##
####      $*.#
#.. $$ #$## ##
## # ## . #  #
#    ###  #  #
## #   ## #  #
##############",14,8,5
68,0,5,"########
### ##@#
### ## #
#.     #
##  $ ##
##  # ##
##  ####
########",8,8,1
68,2,9,"########
### ## #
###.## #
#    . #
## $  ##
## $# ##
##@ ####
########",8,8,2
68,4,11,"########
### ## #
### ## #
#@   ..#
## $  ##
## $# ##
##  ####
########",8,8,2
68,14,13,"########
###@## #
###$## #
#    ..#
##    ##
## $# ##
##  ####
########",8,8,2
68,57,14,"########
###+## #
###$## #
#   $..#
##    ##
## $# ##
##  ####
########",8,8,3
69,0,17,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###  ##
# ## #  #  ###
#      # #  ##
# ##       ###
##   #      ##
###    ### $##
#  @ ### #   #
##    #    # #
####.  # #   #
##############",14,14,1
69,2,25,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###  ##
# ## #$ #  ###
#      # #  ##
# ##       ###
##   #      ##
###    ### $##
#  @ ### #   #
##  . #    # #
####.  # #   #
##############",14,14,2
69,6,28,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###  ##
# ## #  #@ ###
#      # #  ##
# ## .   $ ###
##   #$     ##
###    ### $##
#    ### #   #
##  . #    # #
####.  # #   #
##############",14,14,3
69,8,33,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###  ##
# ##$#  #  ###
#      # #  ##
# ##   . $ ###
##   #$     ##
###    ### $##
#  @ ### #   #
## .. #    # #
####.  # #   #
##############",14,14,4
69,9,38,"##############
# ####### #  #
# ### ##  ## #
#   #   @ #  #
# ##   ###  ##
# ## #  #  ###
#      # #  ##
# ## .$  $ ###
## . #$     ##
###    ### $##
#    ### #   #
##  . #    # #
####.  # #   #
##############",14,14,4
69,10,40,"##############
# ####### #  #
# ### ##  ## #
#   #   @ #  #
# ##   ###  ##
# ## #  #  ###
#      # #  ##
# ## .$  $ ###
## . #$     ##
###  . ### $##
#   $### #   #
##  . #    # #
####.  # #   #
##############",14,14,5
69,11,42,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###  ##
# ##$#  #  ###
#      # #  ##
# ##     $ ###
##   #$     ##
###    ### $##
#  @ ### #   #
##... #    # #
####.  # #   #
##############",14,14,4
69,12,48,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###  ##
# ##$#  #  ###
#  .   # #  ##
# ##  $  $ ###
##   #$     ##
###    ### $##
#  @ ### #   #
##... #    # #
####.  # #   #
##############",14,14,5
69,15,49,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###  ##
# ##$#  #  ###
#  .   # #  ##
# ##  $  $ ###
##   #$   @ ##
### $  ### $##
# .  ### #   #
##... #    # #
####.  # #   #
##############",14,14,6
69,16,53,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###  ##
# ##$#  #  ###
#@     # #  ##
# ##  $  $ ###
##.  #$     ##
###    ### $##
#    ### #   #
##... #    # #
####.  # #   #
##############",14,14,5
69,17,56,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###  ##
# ##$#  #  ###
#  .   # #  ##
# ##  $  $ ###
##   #$ $ @ ##
###    ### $##
# .  ### #   #
##... #    # #
####.  # #   #
##############",14,14,6
69,18,57,"##############
# ####### #  #
# ### ##  ## #
#   #  $. #  #
# ##   ###  ##
# ##$#  #  ###
#  .   # #  ##
# ##  $  $ ###
##   #$ $ @ ##
###    ### $##
# .  ### #   #
##... #    # #
####.  # #   #
##############",14,14,7
69,20,63,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###  ##
# ##$#  #  ###
#  .   # #. ##
# ##  $  $ ###
##   #$ $ @ ##
###    ###$$##
# .  ### #   #
##... #    # #
####.  # #   #
##############",14,14,7
69,25,64,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###  ##
# ##$#  #  ###
#  .   # #. ##
# ##  $  $ ###
##   #$ $ @ ##
###    ###$$##
#.   ### #   #
##... #    # #
####.  # #   #
##############",14,14,7
69,41,67,"##############
# ####### #  #
# ### ##  ## #
#   #  .  #  #
# ##   ###  ##
# ##$#  #  ###
#     $# #  ##
# ##  $  $ ###
## . #$  $  ##
###    ### $##
#..  ### #   #
##..  #    #@#
####.  # #   #
##############",14,14,7
69,45,68,"##############
# ####### #  #
# ### ##  ## #
#   #     #@ #
# ##   ###  ##
# ## #  #  ###
#     $# #  ##
# ##  $  $ ###
## . #$  $  ##
###    ### $##
#..  ### #   #
##..  #    # #
####.  # #   #
##############",14,14,6
69,46,73,"##############
# ####### #  #
# ### ##  ## #
#   #     #@ #
# ##   ###  ##
# ## #  #  ###
#     $# #. ##
# ##  $  $ ###
## . #$  $  ##
###    ### $##
#..  ### # $ #
##..  #    # #
####.  # #   #
##############",14,14,7
69,50,74,"##############
# ####### #  #
# ### ##  ## #
#   #     #@ #
# ## $ ###  ##
# ## #  #  ###
#      # #. ##
# ##  $  $ ###
## . #$  $  ##
###    ### $##
#..  ### # $ #
##..  #    # #
####.  # #   #
##############",14,14,7
69,62,76,"##############
# ####### #  #
# ### ##  ## #
#   #     #  #
# ##   ###. ##
# ## #  #  ###
#     $# #  ##
# ##   $ $ ###
## . #$  $  ##
###    ### $##
#..  ### # $ #
##..  #  @ # #
####.  # #   #
##############",14,14,7
70,0,8,"###########
#.# ###   #
# # # # # #
# #   #   #
# @ # #   #
#   $   # #
#   # #   #
# #####   #
# ##  # # #
#    ##   #
###########",11,11,1
70,3,9,"###########
# # ###   #
# # # # # #
# #   #@  #
#   # #   #
#     $ # #
#   # #   #
# #####   #
#.##  # # #
#    ##   #
###########",11,11,1
70,6,11,"###########
# # ###   #
# #.# # # #
# #   #   #
# $ # #@  #
#    $  # #
#   # #   #
# #####   #
#.##  # # #
#    ##   #
###########",11,11,2
